PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Xia, Re; Wang, Jian Li; Wang, Rongyue; Li, Xide; Zhang, Xing; Feng, Xi-Qiao; Ding, Yi								Correlation of the thermal and electrical conductivities of nanoporous gold								NANOTECHNOLOGY				21	8					085703	10.1088/0957-4484/21/8/085703			FEB 26 2010	2010										24							WOS:000273965000013		
J	Yamaguchi, H.; Sawada, N.; Suzuki, H.; Ueda, H.; Zhang, X. R.								Preliminary Study on a Solar Water Heater Using Supercritical Carbon Dioxide as Working Fluid								JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME				132	1					011010	10.1115/1.4000350			FEB 2010	2010										24							WOS:000273596200010		
J	Li, Da Peng; Wang, Guan Zhong; Yang, Qian Hui; Xie, Xing								Synthesis and Photoluminescence of InGaO3(ZnO)(m) Nanowires with Perfect Superlattice Structure								JOURNAL OF PHYSICAL CHEMISTRY C				113	52			21512	21515		10.1021/jp906381h			DEC 31 2009	2009										24							WOS:000272936400008		
J	Lee, V. S.; Nimmanpipug, P.; Mollaamin, F.; Kungwan, N.; Thanasanvorakun, S.; Monajjemi, M.								Investigation of single wall carbon nanotubes electrical properties and normal mode analysis: Dielectric effects								RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A				83	13			2288	2296		10.1134/S0036024409130184			DEC 2009	2009										24							WOS:000272047500018		
J	Yang, Ren Bin; Bachmann, Julien; Reiche, Manfred; Gerlach, Juergen W.; Goesele, Ulrich; Nielsch, Kornelius								Atomic Layer Deposition of Antimony Oxide and Antimony Sulfide								CHEMISTRY OF MATERIALS				21	13			2586	2588		10.1021/cm900623v			JUL 14 2009	2009										24							WOS:000268138200009		
J	Chen, Xi; Zhu, Tie-Jun; Zhao, Xin-Bing								Synthesis and growth mechanism of rough PbTe polycrystalline thermoelectric nanorods								JOURNAL OF CRYSTAL GROWTH				311	11			3179	3183		10.1016/j.jcrysgro.2009.03.034			MAY 15 2009	2009										24							WOS:000267555100012		
J	Tarakeshwar, P.; Kumar, T. J. Dhilip; Balakrishnan, N.								Hydrogen multicenter bonds and reversible hydrogen storage								JOURNAL OF CHEMICAL PHYSICS				130	11					114301	10.1063/1.3082130			MAR 21 2009	2009										24							WOS:000264380400011		
J	Li, Xiaohong; Koukharenko, Elena; Nandhakumar, Iris S.; Tudor, John; Beeby, Steve P.; White, Neil M.								High density p-type Bi0.5Sb1.5Te3 nanowires by electrochemical templating through ion-track lithography								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				11	18			3584	3590		10.1039/b818040g			2009	2009										24							WOS:000265413300030		
J	Prytz, O.; Gunnaes, A. E.; Karlsen, O. B.; Breivik, T. H.; Toberer, E. S.; Snyder, G. Jeffrey; Tafto, J.								Nanoscale inclusions in the phonon glass thermoelectric material Zn4Sb3								PHILOSOPHICAL MAGAZINE LETTERS				89	6			362	369	PII 910948303	10.1080/09500830902950464			2009	2009										24							WOS:000266435500002		
J	Samvedi, Vikas; Tomara, Vikas								Role of heat flow direction, monolayer film thickness, and periodicity in controlling thermal conductivity of a Si-Ge superlattice system								JOURNAL OF APPLIED PHYSICS				105	1					013541	10.1063/1.3056135			JAN 1 2009	2009										24							WOS:000262534100074		
J	Yu, Jianlin; Wang, Beiming								Enhancing the maximum coefficient of performance of thermoelectric cooling modules using internally cascaded thermoelectric couples								INTERNATIONAL JOURNAL OF REFRIGERATION-REVUE INTERNATIONALE DU FROID				32	1			32	39		10.1016/j.ijrefrig.2008.08.006			JAN 2009	2009										24							WOS:000264917500004		
J	Qu, Meng; Gouldstone, Andrew								On the Role of Bubbles in Metallic Splat Nanopores and Adhesion								JOURNAL OF THERMAL SPRAY TECHNOLOGY				17	4			486	494		10.1007/s11666-008-9198-9			DEC 2008	2008										24							WOS:000261031100007		
J	Banga, Dhego O.; Vaidyanathan, Raman; Liang Xuehai; Stickney, John L.; Cox, Stephen; Happeck, Uwe								Formation of PbTe nanofilms by electrochemical atomic layer deposition (ALD)								ELECTROCHIMICA ACTA				53	23			6988	6994		10.1016/j.electacta.2008.02.108			OCT 1 2008	2008						58th Annual Meeting of the International-Society-of-Electrochemisty	SEP 10-14, 2007	Int Soc Electrochem	Banff, CANADA	24							WOS:000258975400039		
J	Armatas, Gerasimos S.; Kanatzidis, Mercouri G.								Mesoporous compound semiconductors from the reaction of metal ions with deltahedral [Ge(9)](4-) clusters								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				130	34			11430	11436		10.1021/ja802940w			AUG 27 2008	2008										24							WOS:000258660600043		
J	Zhou, A. J.; Zhu, T. J.; Ni, H. L.; Zhang, Q.; Zhao, X. B.								Preparation and transport properties of CeSi2/HMS thermoelectric composites								JOURNAL OF ALLOYS AND COMPOUNDS				455	1-2			255	258		10.1016/j.jallcom.2007.01.023			MAY 8 2008	2008										24							WOS:000255447600050		
J	Kreupl, Franz; Bruchhaus, Rainer; Majewski, Petra; Philipp, Jan B.; Symanczyk, Ralf; Happ, Thomas; Arndt, Christian; Vogt, Mirko; Zimmermann, Roy; Buerke, Axel; Graham, Andrew P.; Kund, Michael			IEEE					Carbon-Based Resistive Memory								International Electron Devices Meeting								521	+					2008	2008						IEEE International Electron Devices Meeting	DEC 15-17, 2008	IEEE Electron Devices Soc	San Francisco, CA	24							WOS:000265829300122		
J	Cho, J. M.; Yun, W. J.; Lee, J.-K.; Lee, H. S.; So, W. W.; Moon, S. J.; Jia, Y.; Kulkarni, H.; Wu, Y.								Electron spin resonance from annealed titania nanotubes								APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING				88	4			751	755		10.1007/s00339-007-4063-0			SEP 2007	2007										24							WOS:000248064100029		
J	Mori, Hideki; Ogata, Shigenobu; Li, Ju; Akita, Seiji; Nakayama, Yoshikazu								Energetics of plastic bending of carbon nanotubes								PHYSICAL REVIEW B				74	16					165418	10.1103/PhysRevB.74.165418			OCT 2006	2006										24							WOS:000241723700104		
J	Glas, F; Harmand, JC								Calculation of the temperature profile in nanowhiskers growing on a hot substrate								PHYSICAL REVIEW B				73	15					155320	10.1103/PhysRevB.73.155320			APR 2006	2006										24							WOS:000237155100070		
J	Walachova, J; Zeipl, R; Zelinka, J; Malina, V; Pavelka, M; Jelinek, M; Studnicka, V; Lost'ak, P								High room-temperature figure of merit of thin layers prepared by laser ablation from Bi2Te3 target								APPLIED PHYSICS LETTERS				87	8					081902	10.1063/1.2001755			AUG 22 2005	2005										24							WOS:000231310700018		
J	Goldstein, RJ; Eckert, ERG; Ibele, WE; Patankar, SV; Simon, TW; Kuehn, TH; Strykowski, PJ; Tamma, KK; Bar-Cohen, A; Heberlein, JVR; Davidson, JH; Bischof, J; Kulacki, FA; Kortshagen, U; Garrick, S; Srinivasan, V								Heat transfer - a review of 2002 literature								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				48	5			819	927		10.1016/j.ijheatmasstransfer.2004.10.011			FEB 2005	2005										24							WOS:000227402100001		
J	Vashaee, D; Christofferson, J; Zhang, Y; Shakouri, A; Zeng, GH; LaBounty, C; Fan, XF; Piprek, J; Bowers, JE; Croke, E								Modeling and optimization of single-element bulk SiGe thin-film coolers								MICROSCALE THERMOPHYSICAL ENGINEERING				9	1			99	118		10.1080/10893950590913459			JAN-MAR 2005	2005										24							WOS:000227382200007		
J	Kim, KY								Photon tunneling in composite layers of negative- and positive-index media								PHYSICAL REVIEW E				70	4					047603	10.1103/PhysRevE.70.047603			OCT 2004	2004										24							WOS:000225689600124		
J	Cattaruzza, E; d'Acapito, F; Gonella, F; Longo, A; Martorana, A; Mattei, G; Maurizio, C; Thiaudiere, D								GISAXS study of Cu-Ni alloy clusters obtained by double ion implantation in silicate glasses								JOURNAL OF APPLIED CRYSTALLOGRAPHY				33	1			740	743		10.1107/S0021889800099878			JUN 1 2000	2000						XIth International Conference on Small-Angle Scattering	MAY 17-20, 1999	NatDOE, Off Basic Energy Sci; Int Union Crystallog; Intense Pulsed Neutron Sourch; Neutron Scattering Soc Amer; Stanford Synchrotron Radiat Lab; Oak Ridge Natl Lab; Synchrotron Radiat Res Ctr; Exxon Res & Engn Co; Natl Ctr Neutron Res; USAF Res Lab; Dow Chem Co; Photon Factory; Cornell High energy Synchrotron Source; DSM Res; Brookhaven Sci Associates; BNL Biol Dept; BNL Phys Dept	BROOKHAVEN NATL LAB, LONG ISL CITY, NEW YORK	24							WOS:000087248600076		
J	Li, Jinlei; Du, Meihang; Lv, Guangxin; Zhou, Lin; Li, Xiuqiang; Bertoluzzi, Luca; Liu, Changhong; Zhu, Shining; Zhu, Jia								Interfacial Solar Steam Generation Enables Fast-Responsive, Energy-Efficient, and Low-Cost Off-Grid Sterilization								ADVANCED MATERIALS				30	49					1805159	10.1002/adma.201805159			DEC 6 2018	2018										23							WOS:000453377200027		
J	Bai, Yang; Jantunen, Heli; Juuti, Jari								Energy Harvesting Research: The Road from Single Source to Multisource								ADVANCED MATERIALS				30	34					1707271	10.1002/adma.201707271			AUG 23 2018	2018										23							WOS:000442206400003		
J	Wu, Xuan; Wu, Limin; Tan, Jeanette; Chen, George Y.; Owens, Gary; Xu, Haolan								Evaporation above a bulk water surface using an oil lamp inspired highly efficient solar-steam generation strategy								JOURNAL OF MATERIALS CHEMISTRY A				6	26			12267	12274		10.1039/c8ta03280g			JUL 14 2018	2018										23							WOS:000437469300007		
J	Li, Wei; Fan, Shanhui								Nanophotonic control of thermal radiation for energy applications [Invited]								OPTICS EXPRESS				26	12			15995	16021		10.1364/OE.26.015995			JUN 11 2018	2018										23							WOS:000435068300100		
J	Paulowicz, Ingo; Postica, Vasile; Lupan, Oleg; Wolff, Niklas; Shree, Sindu; Cojocaru, Ala; Deng, Mao; Mishra, Yogendra Kumar; Tiginyanu, Ion; Kienle, Lorenz; Adelung, Rainer								Zinc oxide nanotetrapods with four different arm morphologies for versatile nanosensors								SENSORS AND ACTUATORS B-CHEMICAL				262				425	435		10.1016/j.snb.2018.01.206			JUN 1 2018	2018										23							WOS:000427460600052		
J	Xia, Cong-xin; Du, Juan; Huang, Xiao-wei; Xiao, Wen-bo; Xiong, Wen-qi; Wang, Tian-xing; Wei, Zhong-ming; Jia, Yu; Shi, Jun-jie; Li, Jing-bo								Two-dimensional n-InSe/p-GeSe(SnS) van derWaals heterojunctions: High carrier mobility and broadband performance								PHYSICAL REVIEW B				97	11					115416	10.1103/PhysRevB.97.115416			MAR 15 2018	2018										23							WOS:000427601500005		
J	Xia, Kaiyang; Liu, Yintu; Anand, Shashwat; Snyder, G. Jeffrey; Xin, Jiazhan; Yu, Junjie; Zhao, Xinbing; Zhu, Tiejun								Enhanced Thermoelectric Performance in 18-Electron Nb0.8CoSb Half-Heusler Compound with Intrinsic Nb Vacancies								ADVANCED FUNCTIONAL MATERIALS				28	9					1705845	10.1002/adfm.201705845			FEB 28 2018	2018										23							WOS:000426154500020		
J	Brownlie, Liam; Shapter, Joseph								Advances in carbon nanotube n-type doping: Methods, analysis and applications								CARBON				126				257	270		10.1016/j.carbon.2017.09.107			JAN 2018	2018										23							WOS:000415319700030		
J	Cui, Qian; Zhao, Xiaochong; Lin, Hong; Yang, Longkai; Chen, Hong; Zhang, Yan; Li, Xin								Improved efficient perovskite solar cells based on Ta-doped TiO2 nanorod arrays								NANOSCALE				9	47			18897	18907		10.1039/c7nr05687g			DEC 21 2017	2017										23							WOS:000417485000039		
J	Xing, Guangzong; Sun, Jifeng; Li, Yuwei; Fan, Xiaofeng; Zheng, Weitao; Singh, David J.								Electronic fitness function for screening semiconductors as thermoelectric materials								PHYSICAL REVIEW MATERIALS				1	6					065405	10.1103/PhysRevMaterials.1.065405			NOV 17 2017	2017										23							WOS:000416596700004		
J	Zhao, Kunpeng; Duan, Haozhi; Raghavendra, Nunna; Qiu, Pengfei; Zeng, Yi; Zhang, Wenqing; Yang, Jihui; Shi, Xun; Chen, Lidong								Solid-State Explosive Reaction for Nanoporous Bulk Thermoelectric Materials								ADVANCED MATERIALS				29	42					1701148	10.1002/adma.201701148			NOV 13 2017	2017										23							WOS:000414756700003		
J	Zhao, Bo; Chen, Kaifeng; Buddhiraju, Siddharth; Bhatt, Gaurang; Lipson, Michal; Fan, Shanhui								High-performance near-field thermophotovoltaics for waste heat recovery								NANO ENERGY				41				344	350		10.1016/j.nanoen.2017.09.054			NOV 2017	2017										23							WOS:000415302600037		
J	Feng, Tianli; Lindsay, Lucas; Ruan, Xiulin								Four-phonon scattering significantly reduces intrinsic thermal conductivity of solids								PHYSICAL REVIEW B				96	16					161201	10.1103/PhysRevB.96.161201			OCT 27 2017	2017										23							WOS:000413848300002		
J	Liu, Zhipeng; Yang, Zhenjie; Huang, Xichong; Xuan, Chaoyan; Xie, Jiahui; Fu, Huide; Wu, Qixing; Zhang, Junmin; Zhou, Xuechang; Liu, Yizhen								High-absorption recyclable photothermal membranes used in a bionic system for high-efficiency solar desalination via enhanced localized heating								JOURNAL OF MATERIALS CHEMISTRY A				5	37			20044	20052		10.1039/c7ta06384a			OCT 7 2017	2017										23							WOS:000411739700055		
J	Zhou, Binqiang; Li, Shuai; Li, Wen; Li, Juan; Zhang, Xinyue; Lin, Siqi; Chen, Zhiwei; Pei, Yanzhong								Thermoelectric Properties of SnS with Na-Doping								ACS APPLIED MATERIALS & INTERFACES				9	39			34033	34041		10.1021/acsami.7b08770			OCT 4 2017	2017										23							WOS:000412717600076		
J	Ranjbarzadeh, Ramin; Isfahani, A. H. Meghdadi; Afrand, Masoud; Karimipour, Arash; Hojaji, Mohammad								An experimental study on heat transfer and pressure drop of water/graphene oxide nanofluid in a copper tube under air cross-flow: Applicable as a heat exchanger								APPLIED THERMAL ENGINEERING				125				69	79		10.1016/j.applthermaleng.2017.06.110			OCT 2017	2017										23							WOS:000410011200008		
J	Han, Woo Hyun; Kim, Sunghyun; Lee, In-Ho; Chang, Kee Joo								Prediction of Green Phosphorus with Tunable Direct Band Gap and High Mobility								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				8	18			4627	4632		10.1021/acs.jpclett.7b02153			SEP 21 2017	2017										23							WOS:000411781900045		
J	Tan, Gangjian; Stoumpos, Constantinos C.; Wang, Si; Bailey, Trevor P.; Zhao, Li-Dong; Uher, Ctirad; Kanatzidis, Mercouri G.								Subtle Roles of Sb and S in Regulating the Thermoelectric Properties of N-Type PbTe to High Performance								ADVANCED ENERGY MATERIALS				7	18					1700099	10.1002/aenm.201700099			SEP 20 2017	2017										23							WOS:000411182500024		
J	Li, JingFeng; Pan, Yu; Wu, ChaoFeng; Sun, FuHua; Wei, TianRan								Processing of advanced thermoelectric materials								SCIENCE CHINA-TECHNOLOGICAL SCIENCES				60	9			1347	1364		10.1007/s11431-017-9058-8			SEP 2017	2017										23							WOS:000409513500007		
J	Li, Changcun; Jiang, Fengxing; Liu, Congcong; Wang, Wenfang; Li, Xuejing; Wang, Tongzhou; Xu, Jingkun								A simple thermoelectric device based on inorganic/organic composite thin film for energy harvesting								CHEMICAL ENGINEERING JOURNAL				320				201	210		10.1016/j.cej.2017.03.023			JUL 15 2017	2017										23							WOS:000401202200023		
J	Zhao, Bo; Guizal, Brahim; Zhang, Zhuomin M.; Fan, Shanhui; Antezza, Mauro								Near-field heat transfer between graphene/hBN multilayers								PHYSICAL REVIEW B				95	24					245437	10.1103/PhysRevB.95.245437			JUN 30 2017	2017										23							WOS:000404470200013		
J	Fernandez-Hurtado, V.; Garcia-Vidal, F. J.; Fan, Shanhui; Cuevas, J. C.								Enhancing Near-Field Radiative Heat Transfer with Si-based Metasurfaces								PHYSICAL REVIEW LETTERS				118	20					203901	10.1103/PhysRevLett.118.203901			MAY 15 2017	2017										23							WOS:000401459700003		
J	Lee, Woomin; Kihm, Kenneth David; Kim, Hong Goo; Shin, Seungha; Lee, Changhyuk; Park, Jae Sung; Cheon, Sosan; Kwon, Oh Myoung; Lim, Gyumin; Lee, Woorim								In-Plane Thermal Conductivity of Polycrystalline Chemical Vapor Deposition Graphene with Controlled Grain Sizes								NANO LETTERS				17	4			2361	2366		10.1021/acs.nanolett.6b05269			APR 2017	2017										23							WOS:000399354500038		
J	Mao, Jun; Wang, Yumei; Liu, Zihang; Ge, Binghui; Ren, Zhifeng								Phonon scattering by nanoscale twin boundaries								NANO ENERGY				32				174	179		10.1016/j.nanoen.2016.12.026			FEB 2017	2017										23							WOS:000397003700020		
J	Roychowdhury, Subhajit; Panigrahi, Rajarshi; Perumal, Suresh; Biswas, Kanishka								Ultrahigh Thermoelectric Figure of Merit and Enhanced Mechanical Stability of p-type AgSb1-xZnxTe2								ACS ENERGY LETTERS				2	2			349	356		10.1021/acsenergylett.6b00639			FEB 2017	2017										23							WOS:000394080000011		
J	Zhang, Wanwei; Ronca, Sara; Mele, Elisa								Electrospun Nanofibres Containing Antimicrobial Plant Extracts								NANOMATERIALS				7	2					42	10.3390/nano7020042			FEB 2017	2017										23							WOS:000400761600020		
J	Zhou, Yanguang; Zhang, Xiaoliang; Hu, Ming								Nonmonotonic Diameter Dependence of Thermal Conductivity of Extremely Thin Si Nanowires: Competition between Hydrodynamic Phonon Flow and Boundary Scattering								NANO LETTERS				17	2			1269	1276		10.1021/acs.nanolett.6b05113			FEB 2017	2017										23							WOS:000393848800095		
J	Furchi, Marco M.; Zechmeister, Armin A.; Hoeller, Florian; Wachter, Stefan; Pospischil, Andreas; Mueller, Thomas								Photovoltaics in Van der Waals Heterostructures								IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS				23	1					4100111	10.1109/JSTQE.2016.2582318			JAN-FEB 2017	2017										23							WOS:000384137900001		
J	Zhang, Dong-Chen; Zhang, Ai-Xia; Guo, San-Dong; Duan, Yi-feng								Thermoelectric properties of beta-As, Sb and Bi monolayers								RSC ADVANCES				7	39			24537	24546		10.1039/c7ra03662k			2017	2017										23							WOS:000401525500072		
J	Li, Siyang; Pei, Jun; Liu, Dawei; Bao, Liangliang; Li, Jing-Feng; Wu, Huaqiang; Li, Liangliang								Fabrication and characterization of thermoelectric power generators with segmented legs synthesized by one-step spark plasma sintering								ENERGY				113				35	43		10.1016/j.energy.2016.07.034			OCT 15 2016	2016										23							WOS:000386410500004		
J	Ilhan, Beybin; Kurt, Melike; Erturk, Hakan								Experimental investigation of heat transfer enhancement and viscosity change of hBN nanofluids								EXPERIMENTAL THERMAL AND FLUID SCIENCE				77				272	283		10.1016/j.expthermflusci.2016.04.024			OCT 2016	2016										23							WOS:000377829000025		
J	Zhu, Yanji; Wang, Huaiyuan; Wang, Baohui; Liu, Xuelin; Wu, Hongjun; Licht, Stuart								Solar thermoelectric field plus photocatalysis for efficient organic synthesis exemplified by toluene to benzoic acid								APPLIED CATALYSIS B-ENVIRONMENTAL				193				151	159		10.1016/j.apcatb.2016.04.024			SEP 15 2016	2016										23							WOS:000377234800016		
J	Liu, C.; Deng, Y. D.; Wang, X. Y.; Liu, X.; Wang, Y. P.; Su, C. Q.								Multi-objective optimization of heat exchanger in an automotive exhaust thermoelectric generator								APPLIED THERMAL ENGINEERING				108				916	926		10.1016/j.applthermaleng.2016.07.175			SEP 5 2016	2016										23							WOS:000384783000088		
J	Yang Tingting; Li Ruiyi; Li Zaijun; Gu Zhiguo; Wang Guangli; Liu Junkang								Hybrid of NiCo2S4 and nitrogen and sulphur-functionalized multiple graphene aerogel for application in supercapacitors and oxygen reduction with significant electrochemical synergy								ELECTROCHIMICA ACTA				211				59	70		10.1016/j.electacta.2016.06.028			SEP 1 2016	2016										23							WOS:000380904100008		
J	Soprani, S.; Haertel, J. H. K.; Lazarov, B. S.; Sigmund, O.; Engelbrecht, K.								A design approach for integrating thermoelectric devices using topology optimization								APPLIED ENERGY				176				49	64		10.1016/j.apenergy.2016.05.024			AUG 15 2016	2016										23							WOS:000378969500005		
J	Huang, Bin; Koh, Yee Kan								Improved topological conformity enhances heat conduction across metal contacts on transferred graphene								CARBON				105				268	274		10.1016/j.carbon.2016.04.005			AUG 2016	2016										23							WOS:000376607200031		
J	Zhou, Min; Gibbs, Zachary M.; Wang, Heng; Han, Yemao; Li, Laifeng; Snyder, G. Jeffrey								Thermoelectric performance of co-doped SnTe with resonant levels								APPLIED PHYSICS LETTERS				109	4					042102	10.1063/1.4959845			JUL 25 2016	2016										23							WOS:000381688900020		
J	Gubbin, Christopher R.; Martini, Francesco; Politi, Alberto; Maier, Stefan A.; De Liberato, Simone								Strong and Coherent Coupling between Localized and Propagating Phonon Polaritons								PHYSICAL REVIEW LETTERS				116	24					246402	10.1103/PhysRevLett.116.246402			JUN 17 2016	2016										23							WOS:000378059500011		
J	Khosrojerdi, S.; Vakili, M.; Yahyaei, M.; Kalhor, K.								Thermal conductivity modeling of graphene nanoplatelets/deionized water nanofluid by MLP neural network and theoretical modeling using experimental results								INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER				74				11	17		10.1016/j.icheatmasstransfer.2016.03.010			MAY 2016	2016										23							WOS:000376217900002		
J	Zhu, Xiuping; Rahimi, Mohammad; Gorski, Christopher A.; Logan, Bruce								A Thermally-Regenerative Ammonia-Based Flow Battery for Electrical Energy Recovery from Waste Heat								CHEMSUSCHEM				9	8			873	879		10.1002/cssc.201501513			APR 21 2016	2016										23							WOS:000375113800015		
J	Chang, William B.; Fang, Haiyu; Liu, Jun; Evans, Christopher M.; Russ, Boris; Popere, Bhooshan C.; Patel, Shrayesh N.; Chabinyc, Michael L.; Segalman, Rachel A.								Electrochemical Effects in Thermoelectric Polymers								ACS MACRO LETTERS				5	4			455	459		10.1021/acsmacrolett.6b00054			APR 2016	2016										23							WOS:000374716700007		
J	Li, Cong; Qin, Xiaoying; Li, Yuanyue; Li, Di; Zhang, Jian; Guo, Haifeng; Xin, Hongxing; Song, Chunjun								Simultaneous increase in conductivity and phonon scattering in a graphene nanosheets/(Bi2Te3)(0.2)(Sb2Te3)(0.8) thermoelectric nanocomposite								JOURNAL OF ALLOYS AND COMPOUNDS				661				389	395		10.1016/j.jallcom.2015.11.217			MAR 15 2016	2016										23							WOS:000367521200054		
J	Honarvar, Hossein; Hussein, Mahmoud I.								Spectral energy analysis of locally resonant nanophononic metamaterials by molecular simulations								PHYSICAL REVIEW B				93	8					081412	10.1103/PhysRevB.93.081412			FEB 26 2016	2016										23							WOS:000370841700002		
J	Sun, Jifeng; Singh, David J.								Thermoelectric Properties of Mg-2(Ge,Sn): Model and Optimization of ZT								PHYSICAL REVIEW APPLIED				5	2					024006	10.1103/PhysRevApplied.5.024006			FEB 16 2016	2016										23							WOS:000370255200003		
J	Ong, Zhun-Yong; Zhang, Gang; Zhang, Yong-Wei								Controlling the thermal conductance of graphene/h-BN lateral interface with strain and structure engineering								PHYSICAL REVIEW B				93	7					075406	10.1103/PhysRevB.93.075406			FEB 2 2016	2016										23							WOS:000369399500006		
J	Anufriev, Roman; Nomura, Masahiro								Reduction of thermal conductance by coherent phonon scattering in two-dimensional phononic crystals of different lattice types								PHYSICAL REVIEW B				93	4					045410	10.1103/PhysRevB.93.045410			JAN 12 2016	2016										23							WOS:000367894600005		
J	Gordiz, Kiarash; Henry, Asegun								Phonon transport at interfaces: Determining the correct modes of vibration								JOURNAL OF APPLIED PHYSICS				119	1					015101	10.1063/1.4939207			JAN 7 2016	2016										23							WOS:000367902600039		
J	Gorai, Prashun; Toberer, Eric S.; Stevanovic, Vladan								Computational identification of promising thermoelectric materials among known quasi-2D binary compounds								JOURNAL OF MATERIALS CHEMISTRY A				4	28			11110	11116		10.1039/c6ta04121c			2016	2016										23							WOS:000379473100043		
J	Li, Guodong; An, Qi; Aydemir, Umut; Goddard, William A., III; Wood, Max; Zhai, Pengcheng; Zhang, Qingjie; Snyder, G. Jeffrey								Enhanced ideal strength of thermoelectric half-Heusler TiNiSn by sub-structure engineering								JOURNAL OF MATERIALS CHEMISTRY A				4	38			14625	14636		10.1039/c6ta04123j			2016	2016										23							WOS:000385360300015		
J	Ma, Weigang; Miao, Tingting; Zhang, Xing; Takahashi, Koji; Ikuta, Tatsuya; Zhang, Boping; Ge, Zhenhua								A T-type method for characterization of the thermoelectric performance of an individual free-standing single crystal Bi2S3 nanowire								NANOSCALE				8	5			2704	2710		10.1039/c5nr05946a			2016	2016										23							WOS:000369591400026		
J	Zhang, J.; Liu, H. J.; Cheng, L.; Wei, J.; Liang, J. H.; Fan, D. D.; Jiang, P. H.; Sun, L.; Shi, J.								High thermoelectric performance can be achieved in black phosphorus								JOURNAL OF MATERIALS CHEMISTRY C				4	5			991	998		10.1039/c5tc03238e			2016	2016										23							WOS:000369603400014		
J	Sanchez-Dominguez, Margarita; Morales-Mendoza, Getsemani; Rodriguez-Vargas, Maria J.; Ibarra-Malo, Claudia C.; Rodriguez-Rodriguez, Arturo A.; Vela-Gonzalez, Andrea V.; Perez-Garcia, S. A.; Gomez, Ricardo								Synthesis of Zn-doped TiO2 nanoparticles by the novel oil-in-water (O/W) microemulsion method and their use for the photocatalytic degradation of phenol								JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING				3	4			3037	3047		10.1016/j.jece.2015.03.010			DEC 2015	2015										23							WOS:000218007300010		
J	Wang, Jian; Kovnir, Kirill								Elusive beta-Zn8Sb7: A New Zinc Antimonide Thermoelectric								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	39			12474	12477		10.1021/jacs.5b08214			OCT 7 2015	2015										23							WOS:000362628300014		
J	Chandrasekaran, Soundarrajan; Nann, Thomas; Voelcker, Nicolas H.								Nanostructured silicon photoelectrodes for solar water electrolysis								NANO ENERGY				17				308	322		10.1016/j.nanoen.2015.08.022			OCT 2015	2015										23							WOS:000366149000034		
J	Tran Thanh Tung; Cuong Pham-Huu; Janowska, Izabela; Kim, TaeYoung; Castro, Mickael; Feller, Jean-Francois								Hybrid Films of Graphene and Carbon Nanotubes for High Performance Chemical and Temperature Sensing Applications								SMALL				11	28			3485	3493		10.1002/smll.201403693			JUL 22 2015	2015										23							WOS:000358117900011		
J	Richard-Lacroix, Marie; Pellerin, Christian								Orientation and Partial Disentanglement in Individual Electrospun Fibers: Diameter Dependence and Correlation with Mechanical Properties								MACROMOLECULES				48	13			4511	4519		10.1021/acs.macromol.5b00994			JUL 14 2015	2015										23							WOS:000358104900030		
J	Yang, Heng Quan; Miao, Lei; Liu, Cheng Yan; Li, Chao; Honda, Sawao; Iwamoto, Yuji; Huang, Rong; Tanemura, Sakae								A Facile Surfactant-Assisted Reflux Method for the Synthesis of Single-Crystalline Sb2Te3 Nanostructures with Enhanced Thermoelectric Performance								ACS APPLIED MATERIALS & INTERFACES				7	26			14263	14271		10.1021/acsami.5b02504			JUL 8 2015	2015										23							WOS:000357963700012		
J	Feng, Lei; Shiga, Takuma; Shiomi, Junichiro								Phonon transport in perovskite SrTiO3 from first principles								APPLIED PHYSICS EXPRESS				8	7					071501	10.7567/APEX.8.071501			JUL 2015	2015										23							WOS:000358480000002		
J	Jean, V.; Fumeron, S.; Termentzidis, K.; Zianni, X.; Lacroix, D.								Monte Carlo simulations of phonon transport in Si nanowires with constrictions								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				86				648	655		10.1016/j.ijheatmasstransfer.2015.03.041			JUL 2015	2015										23							WOS:000355029900064		
J	Long, Rui; Li, Baode; Liu, Zhichun; Liu, Wei								Performance analysis of a thermally regenerative electrochemical cycle for harvesting waste heat								ENERGY				87				463	469		10.1016/j.energy.2015.05.016			JUL 1 2015	2015										23							WOS:000357437700045		
