J	Kwon, Kideok D.; Refson, Keith; Sposito, Garrison								Zinc surface complexes on birnessite: A density functional theory study								GEOCHIMICA ET COSMOCHIMICA ACTA				73	5			1273	1284		10.1016/j.gca.2008.11.033			MAR 1 2009	2009										36							WOS:000263714300005		
J	Wang, Guang-Tao; Dai, Xi; Fang, Zhong								Phase diagram of Na(x)CoO(2) studied by Gutzwiller density-functional theory								PHYSICAL REVIEW LETTERS				101	6					066403	10.1103/PhysRevLett.101.066403			AUG 8 2008	2008										36							WOS:000258538600043		
J	Aynajian, P.; Keller, T.; Boeri, L.; Shapiro, S. M.; Habicht, K.; Keimer, B.								Energy gaps and Kohn anomalies in elemental superconductors								SCIENCE				319	5869			1509	1512		10.1126/science.1154115			MAR 14 2008	2008										36							WOS:000253943800033		
J	Alexandrov, A. S.								Unconventional pairing symmetry of layered superconductors caused by acoustic phonons								PHYSICAL REVIEW B				77	9					094502	10.1103/PhysRevB.77.094502			MAR 2008	2008										36							WOS:000254542500125		
J	Yamase, Hiroyuki								Effect of magnetic field on spontaneous Fermi-surface symmetry breaking								PHYSICAL REVIEW B				76	15					155117	10.1103/PhysRevB.76.155117			OCT 2007	2007										36							WOS:000250620400049		
J	Bowen, M.; Maurice, J-L; Barthelemy, A.; Bibes, M.; Imhoff, D.; Bellini, V.; Bertacco, R.; Wortmann, D.; Seneor, P.; Jacquet, E.; Vaures, A.; Humbert, J.; Contour, J-P; Colliex, C.; Bluegel, S.; Dederichs, P. H.								Using half-metallic manganite interfaces to reveal insights into spintronics								JOURNAL OF PHYSICS-CONDENSED MATTER				19	31					315208	10.1088/0953-8984/19/31/315208			AUG 8 2007	2007										36							WOS:000248185700009		
J	Cadden-Zimansky, P.; Jiang, Z.; Chandrasekhar, V.								Charge imbalance, crossed Andreev reflection and elastic co-tunnelling in ferromagnet/superconductor/normal-metal structures								NEW JOURNAL OF PHYSICS				9						PII S1367-2630(07)36895-X	10.1088/1367-2630/9/5/116			MAY 9 2007	2007										36							WOS:000246650800006		
J	Gurevich, A.; Vinokur, V. M.								Phase textures induced by dc-current pair breaking in weakly coupled multilayer structures and two-gap superconductors								PHYSICAL REVIEW LETTERS				97	13					137003	10.1103/PhysRevLett.97.137003			SEP 29 2006	2006										36							WOS:000240872700055		
J	Kuroiwa, S.; Sagayama, H.; Kakiuchi, T.; Sawa, H.; Noda, Y.; Akimitsu, J.								Correlation between crystal structures of CaAlSi with and without superlattice and superconducting properties								PHYSICAL REVIEW B				74	1					014517	10.1103/PhysRevB.74.014517			JUL 2006	2006										36							WOS:000239426400109		
J	Chioncel, L.; Mavropoulos, Ph.; Lezaic, M.; Bluegel, S.; Arrigoni, E.; Katsnelson, M. I.; Lichtenstein, A. I.								Half-metallic ferromagnetism induced by dynamic electron correlations in VAs								PHYSICAL REVIEW LETTERS				96	19					197203	10.1103/PhysRevLett.96.197203			MAY 19 2006	2006										36							WOS:000237683600050		
J	Hofmeister, AM								Is low-spin Fe2+ present in Earth's mantle?								EARTH AND PLANETARY SCIENCE LETTERS				243	1-2			44	52		10.1016/j.epsl.2005.12.013			MAR 15 2006	2006										36							WOS:000236214500004		
J	Lin, XN; Zhou, ZX; Durairaj, V; Schlottmann, P; Cao, G								Colossal magnetoresistance by avoiding a ferromagnetic state in the Mott system Ca3Ru2O7								PHYSICAL REVIEW LETTERS				95	1					017203	10.1103/PhysRevLett.95.017203			JUL 1 2005	2005										36							WOS:000230275500064		
J	Kaiser, C; van Dijken, S; Yang, SH; Yang, HS; Parkin, SSP								Role of tunneling matrix elements in determining the magnitude of the tunneling spin polarization of 3d transition metal ferromagnetic alloys								PHYSICAL REVIEW LETTERS				94	24					247203	10.1103/PhysRevLett.94.247203			JUN 24 2005	2005										36							WOS:000230092000055		
J	Prince, KC; Matteucci, M; Kuepper, K; Chiuzbaian, SG; Bartkowski, S; Neumann, M								Core-level spectroscopic study of FeO and FeS2								PHYSICAL REVIEW B				71	8					085102	10.1103/PhysRevB.71.085102			FEB 2005	2005										36							WOS:000228065300018		
J	Ueno, K; Yamamoto, A; Noguchi, T; Inoue, T; Sodeoka, S; Takazawa, H; Lee, CH; Obara, H								Optimization of hot-press conditions of Zn4Sb3 for high thermoelectric performance - I. Physical properties and thermoelectric performance								JOURNAL OF ALLOYS AND COMPOUNDS				384	1-2			254	260		10.1016/j.jallcom.2004.03.134			DEC 14 2004	2004										36							WOS:000225308800041		
J	Zhang, M; Bruck, E; de Boer, FR; Li, ZZ; Wu, GH								The magnetic and transport properties of the Co2FeGa Heusler alloy								JOURNAL OF PHYSICS D-APPLIED PHYSICS				37	15			2049	2053	PII S0022-3727(04)76040-4	10.1088/0022-3727/37/15/001			AUG 7 2004	2004										36							WOS:000223510100001		
J	Dolgov, OV; Gonnelli, RS; Ummarino, GA; Golubov, AA; Shulga, SV; Kortus, J								Extraction of the electron-phonon interaction from tunneling data in the multigap superconductor MgB2								PHYSICAL REVIEW B				68	13					132503	10.1103/PhysRevB.68.132503			OCT 1 2003	2003										36							WOS:000186422400022		
J	Shibata, A; Matsumoto, M; Izawa, K; Matsuda, Y; Lee, S; Tajima, S								Anomalous flux flow resistivity in the two-gap superconductor MgB2								PHYSICAL REVIEW B				68	6					060501	10.1103/PhysRevB.68.060501			AUG 1 2003	2003										36							WOS:000185240600009		
J	Coey, JMD; Versluijs, JJ; Venkatesan, M								Half-metallic oxide point contacts								JOURNAL OF PHYSICS D-APPLIED PHYSICS				35	19			2457	2466	PII S0022-3727(02)35538-4	10.1088/0022-3727/35/19/322			OCT 7 2002	2002						17th International Colloquium on Magnetic Films and Surfaces (ICMFS-2002)	MAR 05-08, 2002		KYOTO, JAPAN	36							WOS:000178876200024		
J	Kaplan, IG; Soullard, J; Hernandez-Cobos, J								Effect of Zn and Ni substitution on the local electronic structure of the YBa2Cu3O7 superconductor								PHYSICAL REVIEW B				65	21					214509	10.1103/PhysRevB.65.214509			JUN 1 2002	2002										36							WOS:000176765700098		
J	Cappelluti, E; Ciuchi, S; Grimaldi, C; Pietronero, L; Strassler, S								High T-c superconductivity in MgB2 by nonadiabatic pairing								PHYSICAL REVIEW LETTERS				88	11					117003	10.1103/PhysRevLett.88.117003			MAR 18 2002	2002										36							WOS:000174541700035		
J	Zandbergen, HW; Wu, MY; Jiang, H; Hayward, MA; Haas, MK; Cava, RJ								The complex superstructure in Mg1-xAlxB2 at x approximate to 0.5								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				366	4			221	228		10.1016/S0921-4534(01)01195-9			FEB 1 2002	2002										36							WOS:000173427800001		
J	Muranaka, T; Akimitsu, J; Sera, M								Thermal transport properties of MgB2								PHYSICAL REVIEW B				64	2					020505	10.1103/PhysRevB.64.020505			JUL 1 2001	2001										36							WOS:000169835700017		
J	Abanov, A; Chubukov, AV; Schmalian, J								Singularities in the optical response of cuprates								PHYSICAL REVIEW B				63	18					180510	10.1103/PhysRevB.63.180510			MAY 1 2001	2001										36							WOS:000168730200021		
J	Lambrecht, WRL; Rashkeev, SN								From band structures to linear and nonlinear optical spectra in semiconductors								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				217	1			599	640		10.1002/(SICI)1521-3951(200001)217:1<599::AID-PSSB599>3.0.CO;2-O			JAN 2000	2000										36							WOS:000085329200032		
J	Kohanoff, J; Scandolo, S; de Gironcoli, S; Tosatti, E								Dipole-quadrupole interactions and the nature of phase III of compressed hydrogen								PHYSICAL REVIEW LETTERS				83	20			4097	4100		10.1103/PhysRevLett.83.4097			NOV 15 1999	1999										36							WOS:000083676400032		
J	Kouba, R; Ambrosch-Draxl, C; Zangger, B								Structure optimization of YBa2Cu3O7 and its influence on phonons and Fermi surface								PHYSICAL REVIEW B				60	13			9321	9324		10.1103/PhysRevB.60.9321			OCT 1 1999	1999										36							WOS:000083079200035		
J	Maksimov, EG; Arseyev, PI; Maslova, NS								Phonon assisted tunneling in Josephson junctions								SOLID STATE COMMUNICATIONS				111	7			391	395		10.1016/S0038-1098(99)00169-6			1999	1999										36							WOS:000081492600007		
J	Uspenskii, YA; Kulatov, ET; Halilov, SV								Effect of anisotropy on magneto-optical properties of uniaxial crystals: Application to CrO2								PHYSICAL REVIEW B				54	1			474	482		10.1103/PhysRevB.54.474			JUL 1 1996	1996										36							WOS:A1996UW59600077		
J	Alloul, H; Brouet, V; Lafontaine, E; Malier, L; Forro, L								C-13 magic-angle-spinning NMR study of the electronic properties of the AC(60) polymers (A=K, Rb, Cs)								PHYSICAL REVIEW LETTERS				76	16			2922	2925		10.1103/PhysRevLett.76.2922			APR 15 1996	1996										36							WOS:A1996UF37900024		
J	Somal, HS; Feenstra, BJ; Schutzmann, J; Kim, JH; Barber, ZH; Duijn, VHM; Hien, NT; Menovsky, AA; Palumbo, M; vanderMarel, D								Grazing incidence infrared reflectivity of La1.85Sr0.15CuO4 and NbN								PHYSICAL REVIEW LETTERS				76	9			1525	1528		10.1103/PhysRevLett.76.1525			FEB 26 1996	1996										36							WOS:A1996TW70000031		
J	BOUVIER, J; BOK, J								GAP ANISOTROPY AND VAN HOVE SINGULARITIES IN HIGH-T-C SUPERCONDUCTORS								PHYSICA C				249	1-2			117	122		10.1016/0921-4534(95)00294-4			JUL 1 1995	1995										36							WOS:A1995RK00600013		
J	BRENIG, W								ASPECTS OF ELECTRON CORRELATIONS IN THE CUPRATE SUPERCONDUCTORS								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				251	3-4			154	266					JAN 1995	1995										36							WOS:A1995QD00300001		
J	REZNIK, D; KLEIN, MV; LEE, WC; GINSBERG, DM; CHEONG, SW								EFFECT OF CONDUCTION ELECTRONS ON THE POLARIZED RAMAN-SPECTRA OF COPPER-OXIDE SUPERCONDUCTORS								PHYSICAL REVIEW B				46	18			11725	11729		10.1103/PhysRevB.46.11725			NOV 1 1992	1992										36							WOS:A1992JX92900051		
J	HIROCHI, K; HAYASHI, S; ADACHI, H; MITSUYU, T; HIRAO, T; SETSUNE, K; WASA, K								OPTICAL-PROPERTIES OF ND2-XCEXCUO4 THIN-FILMS								PHYSICA C				160	3-4			273	277		10.1016/0921-4534(89)90061-0			SEP 15 1989	1989										36							WOS:A1989AU31500009		
J	Hentrich, Richard; Wolter, Anja U. B.; Zotos, Xenophon; Brenig, Wolfram; Nowak, Domenic; Isaeva, Anna; Doert, Thomas; Banerjee, Arnab; Lampen-Kelley, Paula; Mandrus, David G.; Nagler, Stephen E.; Sears, Jennifer; Kim, Young-June; Buechner, Bernd; Hess, Christian								Unusual Phonon Heat Transport in alpha-RuCl3: Strong Spin-Phonon Scattering and Field-Induced Spin Gap								PHYSICAL REVIEW LETTERS				120	11					117204	10.1103/PhysRevLett.120.117204			MAR 15 2018	2018										35							WOS:000427605300013		
J	Wang, P. S.; Sun, S. S.; Cui, Y.; Song, W. H.; Li, T. R.; Yu, Rong; Lei, Hechang; Yu, Weiqiang								Pressure Induced Stripe-Order Antiferromagnetism and First-Order Phase Transition in FeSe								PHYSICAL REVIEW LETTERS				117	23					237001	10.1103/PhysRevLett.117.237001			NOV 30 2016	2016										35							WOS:000391391400016		
J	Petty, Jeffrey T.; Sergev, Orlin O.; Ganguly, Mainak; Rankine, Ian J.; Chevrier, Daniel M.; Zhang, Peng								A Segregated, Partially Oxidized, and Compact Ag-10 Cluster within an Encapsulating DNA Host								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				138	10			3469	3477		10.1021/jacs.5b13124			MAR 16 2016	2016										35							WOS:000372477700031		
J	Dang, Hung T.; Mravlje, Jernej; Georges, Antoine; Millis, Andrew J.								Electronic correlations, magnetism, and Hund's rule coupling in the ruthenium perovskites SrRuO3 and CaRuO3								PHYSICAL REVIEW B				91	19					195149	10.1103/PhysRevB.91.195149			MAY 29 2015	2015										35							WOS:000355315000001		
J	Han, Tian-Heng; Singleton, John; Schlueter, John A.								Barlowite: A Spin-1/2 Antiferromagnet with a Geometrically Perfect Kagome Motif								PHYSICAL REVIEW LETTERS				113	22					227203	10.1103/PhysRevLett.113.227203			NOV 25 2014	2014										35							WOS:000348132200010		
J	Yu, Rong; Zhu, Jian-Xin; Si, Qimiao								Orbital-selective superconductivity, gap anisotropy, and spin resonance excitations in a multiorbital t-J(1)-J(2) model for iron pnictides								PHYSICAL REVIEW B				89	2					024509	10.1103/PhysRevB.89.024509			JAN 22 2014	2014										35							WOS:000332226200004		
J	Tranquada, John M.; Xu, Guangyong; Zaliznyak, Igor A.								Superconductivity, antiferromagnetism, and neutron scattering								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				350				148	160		10.1016/j.jmmm.2013.09.029			JAN 2014	2014										35							WOS:000327776000027		
J	Firmo, I. A.; Lederer, S.; Lupien, C.; Mackenzie, A. P.; Davis, J. C.; Kivelson, S. A.								Evidence from tunneling spectroscopy for a quasi-one-dimensional origin of superconductivity in Sr2RuO4								PHYSICAL REVIEW B				88	13					134521	10.1103/PhysRevB.88.134521			OCT 28 2013	2013										35							WOS:000326159000004		
J	Bud'ko, Sergey L.; Sturza, Mihai; Chung, Duck Young; Kanatzidis, Mercouri G.; Canfield, Paul C.								Heat capacity jump at T-c and pressure derivatives of superconducting transition temperature in the Ba1-xKxFe2As2 (0.2 <= x <= 1.0) series								PHYSICAL REVIEW B				87	10					100509	10.1103/PhysRevB.87.100509			MAR 22 2013	2013										35							WOS:000316664800001		
J	Shirai, Koun; Yamanaka, Kazunori								Mechanism behind the high thermoelectric power factor of SrTiO3 by calculating the transport coefficients								JOURNAL OF APPLIED PHYSICS				113	5					053705	10.1063/1.4788809			FEB 7 2013	2013										35							WOS:000314746200034		
J	Roedl, Claudia; Bechstedt, Friedhelm								Optical and energy-loss spectra of the antiferromagnetic transition metal oxides MnO, FeO, CoO, and NiO including quasiparticle and excitonic effects								PHYSICAL REVIEW B				86	23					235122	10.1103/PhysRevB.86.235122			DEC 17 2012	2012										35							WOS:000312365200002		
J	Howie, Ross T.; Scheler, Thomas; Guillaume, Christophe L.; Gregoryanz, Eugene								Proton tunneling in phase IV of hydrogen and deuterium								PHYSICAL REVIEW B				86	21					214104	10.1103/PhysRevB.86.214104			DEC 10 2012	2012										35							WOS:000312063700001		
J	Wang, N. L.; Hu, W. Z.; Chen, Z. G.; Yuan, R. H.; Li, G.; Chen, G. F.; Xiang, T.								High energy pseudogap and its evolution with doping in Fe-based superconductors as revealed by optical spectroscopy								JOURNAL OF PHYSICS-CONDENSED MATTER				24	29					294202	10.1088/0953-8984/24/29/294202			JUL 25 2012	2012										35							WOS:000306270700004		
J	Feng, Yejun; Wang, Jiyang; Jaramillo, R.; van Wezel, Jasper; Haravifard, S.; Srajer, G.; Liu, Y.; Xu, Z. -A.; Littlewood, P. B.; Rosenbaum, T. F.								Order parameter fluctuations at a buried quantum critical point								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				109	19			7224	7229		10.1073/pnas.1202434109			MAY 8 2012	2012										35							WOS:000304090600028		
J	Kontani, Hiroshi; Inoue, Yoshio; Saito, Tetsuro; Yamakawa, Youichi; Onari, Seiichiro								Orbital fluctuation theory in iron-based superconductors: s(++)-wave superconductivity, structure transition, and impurity-induced nematic order								SOLID STATE COMMUNICATIONS				152	8			718	727		10.1016/j.ssc.2012.01.012			APR 2012	2012						International Conference on Novel Superconductors and Supermaterials (N2S)	MAR 06-08, 2011		Tokyo, JAPAN	35							WOS:000302492900016		
J	Fujino, Kiyoshi; Nishio-Hamane, Daisuke; Seto, Yusuke; Sata, Nagayoshi; Nagai, Takaya; Shinmei, Toru; Irifune, Tetsuo; Ishii, Hirofumi; Hiraoka, Nozomu; Cai, Yong Q.; Tsuei, Ku-Ding								Spin transition of ferric iron in Al-bearing Mg-perovskite up to 200 GPa and its implication for the lower mantle								EARTH AND PLANETARY SCIENCE LETTERS				317				407	412		10.1016/j.epsl.2011.12.006			FEB 1 2012	2012										35							WOS:000301616700039		
J	Pallecchi, I.; Bernardini, F.; Tropeano, M.; Palenzona, A.; Martinelli, A.; Ferdeghini, C.; Vignolo, M.; Massidda, S.; Putti, M.								Magnetotransport in La(Fe,Ru)AsO as a probe of band structure and mobility								PHYSICAL REVIEW B				84	13					134524	10.1103/PhysRevB.84.134524			OCT 18 2011	2011										35							WOS:000296289500012		
J	Dias, R. G.; Marques, A. M.								Frustrated multiband superconductivity								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				24	8					085009	10.1088/0953-2048/24/8/085009			AUG 2011	2011										35							WOS:000292917500011		
J	Thirupathaiah, S.; Rienks, E. D. L.; Jeevan, H. S.; Ovsyannikov, R.; Slooten, E.; Kaas, J.; van Heumen, E.; de Jong, S.; Duerr, H. A.; Siemensmeyer, K.; Follath, R.; Gegenwart, P.; Golden, M. S.; Fink, J.								Dissimilarities between the electronic structure of chemically doped and chemically pressurized iron pnictides from an angle-resolved photoemission spectroscopy study								PHYSICAL REVIEW B				84	1					014531	10.1103/PhysRevB.84.014531			JUL 29 2011	2011										35							WOS:000293302400015		
J	Bodenthin, Y.; Staub, U.; Piamonteze, C.; Garcia-Fernandez, M.; Martinez-Lope, M. J.; Alonso, J. A.								Magnetic and electronic properties of RNiO3 (R = Pr, Nd, Eu, Ho and Y) perovskites studied by resonant soft x-ray magnetic powder diffraction								JOURNAL OF PHYSICS-CONDENSED MATTER				23	3					036002	10.1088/0953-8984/23/3/036002			JAN 26 2011	2011										35							WOS:000285921100017		
J	Chung, Sung-Yoon; Kim, Young-Min; Choi, Si-Young								Direct Physical Imaging and Chemical Probing of LiFePO4 for Lithium-Ion Batteries								ADVANCED FUNCTIONAL MATERIALS				20	24			4219	4232		10.1002/adfm.201000393			DEC 21 2010	2010										35							WOS:000285393600002		
J	Knolle, J.; Eremin, I.; Akbari, A.; Moessner, R.								Quasiparticle Interference in the Spin-Density Wave Phase of Iron-Based Superconductors								PHYSICAL REVIEW LETTERS				104	25					257001	10.1103/PhysRevLett.104.257001			JUN 23 2010	2010										35							WOS:000279175200001		
J	Xi, Lili; Yang, Jiong; Lu, Caifei; Mei, Zhigang; Zhang, Wenqing; Chen, Lidong								Systematic Study of the Multiple-Element Filling in Caged Skutterudite CoSb3								CHEMISTRY OF MATERIALS				22	7			2384	2394		10.1021/cm903717w			APR 13 2010	2010										35							WOS:000276394800028		
J	Ozawa, Haruka; Hirose, Kei; Tateno, Shigehiko; Sata, Nagayoshi; Ohishi, Yasuo								Phase transition boundary between B1 and B8 structures of FeO up to 210 GPa								PHYSICS OF THE EARTH AND PLANETARY INTERIORS				179	3-4			157	163		10.1016/j.pepi.2009.11.005			APR 2010	2010										35							WOS:000276930600006		
J	Grein, Roland; Lofwander, Tomas; Metalidis, Georgo; Eschrig, Matthias								Theory of superconductor-ferromagnet point-contact spectra: The case of strong spin polarization								PHYSICAL REVIEW B				81	9					094508	10.1103/PhysRevB.81.094508			MAR 1 2010	2010										35							WOS:000276207300097		
J	Sakamaki, M.; Konishi, T.; Ohta, Y.								K2Cr8O16 predicted as a half-metallic ferromagnet: Scenario for a metal-insulator transition								PHYSICAL REVIEW B				80	2					024416	10.1103/PhysRevB.80.024416			JUL 2009	2009										35							WOS:000268617500067		
J	Civelli, M.								Doping-driven evolution of the superconducting state from a doped Mott insulator: Cluster dynamical mean-field theory								PHYSICAL REVIEW B				79	19					195113	10.1103/PhysRevB.79.195113			MAY 2009	2009										35							WOS:000266501300042		
J	Solov'ev, A. L.; Dmitriev, V. M.								Fluctuation conductivity and pseudogap in YBCO high-temperature superconductors								LOW TEMPERATURE PHYSICS				35	3			169	197		10.1063/1.3081150			MAR 2009	2009										35							WOS:000265836600001		
J	Kimber, Simon A. J.; Rodgers, Jennifer A.; Wu, Hua; Murray, Claire A.; Argyriou, Dimitri N.; Fitch, Andrew N.; Khomskii, Daniel I.; Attfield, J. Paul								Metal-Insulator Transition and Orbital Order in PbRuO3								PHYSICAL REVIEW LETTERS				102	4					046409	10.1103/PhysRevLett.102.046409			JAN 30 2009	2009										35							WOS:000262978600049		
J	Murakami, Motohiko; Ohishi, Yasuo; Hirao, Naohisa; Hirose, Kei								Elasticity of MgO to 130 GPa: Implications for lower mantle mineralogy								EARTH AND PLANETARY SCIENCE LETTERS				277	1-2			123	129		10.1016/j.epsl.2008.10.010			JAN 15 2009	2009										35							WOS:000262812100014		
J	Benfatto, L.; Capone, M.; Caprara, S.; Castellani, C.; Di Castro, C.								Multiple gaps and superfluid density from interband pairing in a four-band model of the iron oxypnictides								PHYSICAL REVIEW B				78	14					140502	10.1103/PhysRevB.78.140502			OCT 2008	2008										35							WOS:000260574300011		
J	Cortie, M. B.; Xu, X.; Ford, M. J.								Effect of composition and packing configuration on the dichroic optical properties of coinage metal nanorods								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				8	30			3520	3527		10.1039/b604333j			2006	2006										35							WOS:000239313600006		
J	Iavarone, M; Di Capua, R; Koshelev, AE; Kwok, WK; Chiarella, F; Vaglio, R; Kang, WN; Choi, EM; Kim, HJ; Lee, SI; Pogrebnyakov, AV; Redwing, JM; Xi, XX								Effect of disorder in MgB2 thin films								PHYSICAL REVIEW B				71	21					214502	10.1103/PhysRevB.71.214502			JUN 2005	2005										35							WOS:000230276600081		
J	Han, ZH; Budnick, JI; Hines, WA; Dabrowski, B; Kolesnik, S; Maxwell, T								Nuclear magnetic resonance study of the enhanced ferromagnetic ordering in polycrystalline SrRu1-xCrxO3 (0 <= x <= 0.12)								JOURNAL OF PHYSICS-CONDENSED MATTER				17	7			1193	1200		10.1088/0953-8984/17/7/011			FEB 23 2005	2005										35							WOS:000227585500015		
J	Suderow, H; Tissen, VG; Brison, JP; Martinez, JL; Vieira, S; Lejay, P; Lee, S; Tajima, S								Pressure dependence of the upper critical field of MgB2 and of YNi2B2C								PHYSICAL REVIEW B				70	13					134518	10.1103/PhysRevB.70.134518			OCT 2004	2004										35							WOS:000224855000103		
J	Munzenberg, M; Moodera, JS								Superconductor-ferromagnet tunneling measurements indicate sp-spin and d-spin currents								PHYSICAL REVIEW B				70	6					060402	10.1103/PhysRevB.70.060402			AUG 2004	2004										35							WOS:000223716300004		
J	Rydh, A; Welp, U; Hiller, JM; Koshelev, AE; Kwok, WK; Crabtree, GW; Kim, KHP; Kim, KH; Jung, CU; Lee, HS; Kang, B; Lee, SI								Surface contribution to the superconducting properties of MgB2 single crystals								PHYSICAL REVIEW B				68	17					172502	10.1103/PhysRevB.68.172502			NOV 2003	2003										35							WOS:000186971600018		
J	Nekrasov, IA; Pchelkina, ZV; Keller, G; Pruschke, T; Held, K; Krimmel, A; Vollhardt, D; Anisimov, VI								Orbital state and magnetic properties of LiV2O4								PHYSICAL REVIEW B				67	8					085111	10.1103/PhysRevB.67.085111			FEB 15 2003	2003										35							WOS:000181520100023		
J	Shen, R; Zheng, ZM; Liu, S; Xing, DY								Breakdown of the coexistence of spin-singlet superconductivity and itinerant ferromagnetism								PHYSICAL REVIEW B				67	2					024514	10.1103/PhysRevB.67.024514			JAN 1 2003	2003										35							WOS:000180918900097		
J	Hirohata, A; Steinmueller, SJ; Cho, WS; Xu, YB; Guertler, CM; Wastlbauer, G; Bland, JAC; Holmes, SN								Ballistic spin filtering across ferromagnet/semiconductor interfaces at room temperature								PHYSICAL REVIEW B				66	3					035330	10.1103/PhysRevB.66.035330			JUL 15 2002	2002										35							WOS:000177338500092		
J	Jung, JH; Kim, KW; Lee, HJ; Kim, MW; Noh, TW; Kang, WN; Kim, HJ; Choi, EM; Jung, CU; Lee, SI								Far-infrared transmission studies of a c-axis-oriented superconducting MgB2 thin film								PHYSICAL REVIEW B				65	5					052413	10.1103/PhysRevB.65.052413			FEB 1 2002	2002										35							WOS:000173647000021		
J	Putti, M; d'Agliano, EG; Marre, D; Napoli, F; Tassisto, M; Manfrinetti, P; Palenzona, A; Rizzuto, C; Massidda, S								Electron transport properties of MgB2 in the normal state								EUROPEAN PHYSICAL JOURNAL B				25	4			439	443		10.1140/epjb/e20020050			FEB 2002	2002										35							WOS:000174839300007		
J	Limonov, MF; Rykov, AI; Tajima, S; Yamanaka, A								Superconductivity-induced effects on phononic and electronic Raman scattering in twin-free YBa2Cu3O7-x single crystals								PHYSICAL REVIEW B				61	18			12412	12419		10.1103/PhysRevB.61.12412			MAY 1 2000	2000										35							WOS:000086952900073		
J	Noce, C; Cuoco, M								Energy bands and Fermi surface of Sr2RuO4								PHYSICAL REVIEW B				59	4			2659	2666		10.1103/PhysRevB.59.2659			JAN 15 1999	1999										35							WOS:000078463100031		
J	Ponosov, YS; Bolotin, GA; Thomsen, C; Cardona, M								Raman scattering in Os: Nonadiabatic renormalization of the optical phonon self-energies								PHYSICA STATUS SOLIDI B-BASIC RESEARCH				208	1			257	269		10.1002/(SICI)1521-3951(199807)208:1<257::AID-PSSB257>3.0.CO;2-F			JUL 1998	1998										35							WOS:000075075600027		
J	Ye, JH; Zou, ZG; Matsushita, A; Oka, K; Nishihara, Y; Matsumoto, T								Unusually large T-c enhancement in superconducting PrBa2Cu3Ox under pressure								PHYSICAL REVIEW B				58	2			R619	R622		10.1103/PhysRevB.58.R619			JUL 1 1998	1998										35							WOS:000074686600019		
J	Nagao, K; Nagara, H; Matsubara, S								Structures of hydrogen at megabar pressures								PHYSICAL REVIEW B				56	5			2295	2298		10.1103/PhysRevB.56.2295			AUG 1 1997	1997										35							WOS:A1997XQ61900004		
J	ALTENDORF, E; IRWIN, JC; LIANG, R; HARDY, WN								RAMAN INVESTIGATION OF THE SUPERCONDUCTING GAP OF YBA2CU3OX FOR 6.85-LESS-THAN-X-LESS-THAN-7.0								PHYSICAL REVIEW B				45	13			7551	7554		10.1103/PhysRevB.45.7551			APR 1 1992	1992										35							WOS:A1992HL99300089		
J	Wang, Wei; Dong, Zhao-Yang; Yu, Shun-Li; Li, Jian-Xin								Theoretical investigation of magnetic dynamics in alpha-RuCl3								PHYSICAL REVIEW B				96	11					115103	10.1103/PhysRevB.96.115103			SEP 5 2017	2017										34							WOS:000409254000003		
J	Mou, Daixiang; Kong, Tai; Meier, William R.; Lochner, Felix; Wang, Lin-Lin; Lin, Qisheng; Wu, Yun; Bud'ko, S. L.; Eremin, Ilya; Johnson, D. D.; Canfield, P. C.; Kaminski, Adam								Enhancement of the Superconducting Gap by Nesting in CaKFe4As4: A New High Temperature Superconductor								PHYSICAL REVIEW LETTERS				117	27					277001	10.1103/PhysRevLett.117.277001			DEC 28 2016	2016										34							WOS:000391032500009		
J	Xu, H. C.; Niu, X. H.; Xu, D. F.; Jiang, J.; Yao, Q.; Chen, Q. Y.; Song, Q.; Abdel-Hafiez, M.; Chareev, D. A.; Vasiliev, A. N.; Wang, Q. S.; Wo, H. L.; Zhao, J.; Peng, R.; Feng, D. L.								Highly Anisotropic and Twofold Symmetric Superconducting Gap in Nematically Ordered FeSe0.93S0.07								PHYSICAL REVIEW LETTERS				117	15					157003	10.1103/PhysRevLett.117.157003			OCT 7 2016	2016										34							WOS:000385341900022		
J	Tanatar, M. A.; Bohmer, A. E.; Timmons, E. I.; Schutt, M.; Drachuck, G.; Taufour, V.; Kothapalli, K.; Kreyssig, A.; Bud'ko, S. L.; Canfield, P. C.; Fernandes, R. M.; Prozorov, R.								Origin of the Resistivity Anisotropy in the Nematic Phase of FeSe								PHYSICAL REVIEW LETTERS				117	12					127001	10.1103/PhysRevLett.117.127001			SEP 16 2016	2016										34							WOS:000383344000017		
J	Chubukov, Andrey V.; Eremin, Ilya; Efremov, Dmitri V.								Superconductivity versus bound-state formation in a two-band superconductor with small Fermi energy: Applications to Fe pnictides/chalcogenides and doped SrTiO3								PHYSICAL REVIEW B				93	17					174516	10.1103/PhysRevB.93.174516			MAY 25 2016	2016										34							WOS:000376635300002		
