PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8570							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3329							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1591							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Hickey, Ciaran; Cincio, Lukasz; Papic, Zlatko; Paramekanti, Arun								Haldane-Hubbard Mott Insulator: From Tetrahedral Spin Crystal to Chiral Spin Liquid								PHYSICAL REVIEW LETTERS				116	13					137202	10.1103/PhysRevLett.116.137202			APR 1 2016	2016										24							WOS:000373202000020		
J	Revard, Benjamin C.; Tipton, William W.; Yesypenko, Anna; Hennig, Richard G.								Grand-canonical evolutionary algorithm for the prediction of two-dimensional materials								PHYSICAL REVIEW B				93	5					054117	10.1103/PhysRevB.93.054117			FEB 26 2016	2016										24							WOS:000370840400002		
J	Swingle, Brian; McGreevy, John								Renormalization group constructions of topological quantum liquids and beyond								PHYSICAL REVIEW B				93	4					045127	10.1103/PhysRevB.93.045127			JAN 21 2016	2016										24							WOS:000368487500006		
J	Jing, Yumei; Huang, Shaoyun; Zhang, Kai; Wu, Jinxiong; Guo, Yunfan; Peng, Hailin; Liu, Zhongfan; Xu, H. Q.								Weak antilocalization and electron-electron interaction in coupled multiple-channel transport in a Bi2Se3 thin film								NANOSCALE				8	4			1879	1885		10.1039/c5nr07296d			2016	2016										24							WOS:000368860900012		
J	Bjornson, Kristofer; Pershoguba, Sergey S.; Balatsky, Alexander V.; Black-Schaffer, Annica M.								Spin-polarized edge currents and Majorana fermions in one- and two-dimensional topological superconductors								PHYSICAL REVIEW B				92	21					214501	10.1103/PhysRevB.92.214501			DEC 1 2015	2015										24							WOS:000365773700002		
J	Neupert, Titus; Chamon, Claudio; Iadecola, Thomas; Santos, Luiz H.; Mudry, Christopher								Fractional (Chern and topological) insulators								PHYSICA SCRIPTA				T164						014005	10.1088/0031-8949/2015/T164/014005			DEC 2015	2015						Nobel Symposium 156 on New Forms of Matter - Topological Insulators and Superconductors	JUN 13-15, 2014		Stockholm, SWEDEN	24							WOS:000367388100005		
J	Li, Xinru; Dai, Ying; Ma, Yandong; Wei, Wei; Yu, Lin; Huang, Baibiao								Prediction of large-gap quantum spin hall insulator and Rashba-Dresselhaus effect in two-dimensional g-TlA (A = N, P, As, and Sb) monolayer films								NANO RESEARCH				8	9			2954	2962		10.1007/s12274-015-0800-4			SEP 2015	2015										24							WOS:000361057000017		
J	Dahlhaus, Jan P.; Fregoso, Benjamin M.; Moore, Joel E.								Magnetization Signatures of Light-Induced Quantum Hall Edge States								PHYSICAL REVIEW LETTERS				114	24					246802	10.1103/PhysRevLett.114.246802			JUN 17 2015	2015										24							WOS:000356407600007		
J	Massee, Freek; Sprau, Peter Oliver; Wang, Yong-Lei; Davis, J. C. Seamus; Ghigo, Gianluca; Gu, Genda; Kwok, Wai-Kwong								Imaging atomic-scale effects of high-energy ion irradiation on superconductivity and vortex pinning in Fe(Se, Te)								SCIENCE ADVANCES				1	4					e1500033	10.1126/sciadv.1500033			MAY 2015	2015										24							WOS:000216593600014		
J	Lin, Chiun-Yan; Wu, Jhao-Ying; Ou, Yih-Jon; Chiu, Yu-Huang; Lin, Ming-Fa								Magneto-electronic properties of multilayer graphenes								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				17	39			26008	26035		10.1039/c5cp05013h			2015	2015										24							WOS:000362291300038		
J	Plekhanov, E.; Barone, P.; Di Sante, D.; Picozzi, S.								Engineering relativistic effects in ferroelectric SnTe								PHYSICAL REVIEW B				90	16					161108	10.1103/PhysRevB.90.161108			OCT 28 2014	2014										24							WOS:000344032200001		
J	Govaerts, K.; Park, K.; De Beule, C.; Partoens, B.; Lamoen, D.								Effect of Bi bilayers on the topological states of Bi2Se3: A first-principles study								PHYSICAL REVIEW B				90	15					155124	10.1103/PhysRevB.90.155124			OCT 20 2014	2014										24							WOS:000343773200001		
J	Sessi, P.; Bathon, T.; Kokh, K. A.; Tereshchenko, O. E.; Bode, M.								Probing the Electronic Properties of Individual MnPc Molecules Coupled to Topological States								NANO LETTERS				14	9			5092	5096		10.1021/nl5017893			SEP 2014	2014										24							WOS:000341544500026		
J	Michiardi, Matteo; Aguilera, Irene; Bianchi, Marco; de Carvalho, Vagner Eustaquio; Ladeira, Luiz Orlando; Teixeira, Nayara Gomes; Soares, Edmar Avellar; Friedrich, Christoph; Bluegel, Stefan; Hofmann, Philip								Bulk band structure of Bi2Te3								PHYSICAL REVIEW B				90	7					075105	10.1103/PhysRevB.90.075105			AUG 5 2014	2014										24							WOS:000341256500001		
J	Fang, L.; Stoumpos, C. C.; Jia, Y.; Glatz, A.; Chung, D. Y.; Claus, H.; Welp, U.; Kwok, W. -K.; Kanatzidis, M. G.								Dirac fermions and superconductivity in the homologous structures (AgxPb1-xSe)(5)(Bi2Se3)(3m) (m=1,2)								PHYSICAL REVIEW B				90	2					020504	10.1103/PhysRevB.90.020504			JUL 9 2014	2014										24							WOS:000338737700002		
J	Sakai, Akio; Kohno, Hiroshi								Spin torques and charge transport on the surface of topological insulator								PHYSICAL REVIEW B				89	16					165307	10.1103/PhysRevB.89.165307			APR 14 2014	2014										24							WOS:000336906000008		
J	Koumoulis, Dimitrios; Leung, Belinda; Chasapis, Thomas C.; Taylor, Robert; King, Daniel, Jr.; Kanatzidis, Mercouri G.; Bouchard, Louis-S.								Understanding Bulk Defects in Topological Insulators from Nuclear-Spin Interactions								ADVANCED FUNCTIONAL MATERIALS				24	11			1519	1528		10.1002/adfm.201302673			MAR 2014	2014										24							WOS:000332927700003		
J	Deng, D. -L.; Wang, S. -T.; Shen, C.; Duan, L. -M.								Hopf insulators and their topologically protected surface states								PHYSICAL REVIEW B				88	20					201105	10.1103/PhysRevB.88.201105			NOV 15 2013	2013										24							WOS:000327160600001		
J	Wu, Hao; Sauls, J. A.								Majorana excitations, spin and mass currents on the surface of topological superfluid He-3-B								PHYSICAL REVIEW B				88	18					184506	10.1103/PhysRevB.88.184506			NOV 12 2013	2013										24							WOS:000326819900006		
J	Neupane, M.; Basak, S.; Alidoust, N.; Xu, S. -Y.; Liu, Chang; Belopolski, I.; Bian, G.; Xiong, J.; Ji, H.; Jia, S.; Mo, S. -K.; Bissen, M.; Severson, M.; Lin, H.; Ong, N. P.; Durakiewicz, T.; Cava, R. J.; Bansil, A.; Hasan, M. Z.								Oscillatory surface dichroism of the insulating topological insulator Bi2Te2Se								PHYSICAL REVIEW B				88	16					165129	10.1103/PhysRevB.88.165129			OCT 21 2013	2013										24							WOS:000326087800005		
J	Rettig, L.; Cortes, R.; Jeevan, H. S.; Gegenwart, P.; Wolf, T.; Fink, J.; Bovensiepen, U.								Electron-phonon coupling in 122 Fe pnictides analyzed by femtosecond time-resolved photoemission								NEW JOURNAL OF PHYSICS				15						083023	10.1088/1367-2630/15/8/083023			AUG 9 2013	2013										24							WOS:000322953000001		
J	Xiong, Jun; Khoo, Yuehaw; Jia, Shuang; Cava, R. J.; Ong, N. P.								Tuning the quantum oscillations of surface Dirac electrons in the topological insulator Bi2Te2Se by liquid gating								PHYSICAL REVIEW B				88	3					035128	10.1103/PhysRevB.88.035128			JUL 22 2013	2013										24							WOS:000322113100003		
J	Li, S.; Harrison, S. E.; Huo, Y.; Pushp, A.; Yuan, H. T.; Zhou, B.; Kellock, A. J.; Parkin, S. S. P.; Chen, Y. -L.; Hesjedal, T.; Harris, J. S.								Magnetic properties of gadolinium substituted Bi2Te3 thin films								APPLIED PHYSICS LETTERS				102	24					242412	10.1063/1.4812292			JUN 17 2013	2013										24							WOS:000320962400068		
J	He Ke; Ma Xu-Cun; Chen Xi; Lu Li; Wang Ya-Yu; Xue Qi-Kun								From magnetically doped topological insulator to the quantum anomalous Hall effect								CHINESE PHYSICS B				22	6					067305	10.1088/1674-1056/22/6/067305			JUN 2013	2013										24							WOS:000321552000080		
J	Jin, Hosub; Rhim, Sonny H.; Im, Jino; Freeman, Arthur J.								Topological Oxide Insulator in Cubic Perovskite Structure								SCIENTIFIC REPORTS				3						1651	10.1038/srep01651			APR 11 2013	2013										24							WOS:000317335900001		
J	Sulaev, Azat; Ren, Peng; Xia, Bin; Lin, Qing Hua; Yu, Ting; Qiu, Caiyu; Zhang, Shuang-Yuan; Han, Ming-Yong; Li, Zhi Peng; Zhu, Wei Guang; Wu, Qingyu; Feng, Yuan Ping; Shen, Lei; Shen, Shun-Qing; Wang, Lan								Experimental evidences of topological surface states of beta-Ag2Te								AIP ADVANCES				3	3					032123	10.1063/1.4795735			MAR 2013	2013										24							WOS:000316951200023		
J	Isaeva, Anna; Rasche, Bertold; Ruck, Michael								Bismuth-based candidates for topological insulators: Chemistry beyond Bi2Te3								PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS				7	1-2			39	49		10.1002/pssr.201206405			FEB 2013	2013										24							WOS:000318068800005		
J	Zhou, Bo; Liu, Z. K.; Analytis, J. G.; Igarashi, K.; Mo, S. K.; Lu, D. H.; Moore, R. G.; Fisher, I. R.; Sasagawa, T.; Shen, Z. X.; Hussain, Z.; Chen, Y. L.								Controlling the carriers of topological insulators by bulk and surface doping								SEMICONDUCTOR SCIENCE AND TECHNOLOGY				27	12					124002	10.1088/0268-1242/27/12/124002			DEC 2012	2012										24							WOS:000311844400004		
J	Ohtsubo, Y.; Mauchain, J.; Faure, J.; Papalazarou, E.; Marsi, M.; Le Fevre, P.; Bertran, F.; Taleb-Ibrahimi, A.; Perfetti, L.								Giant Anisotropy of Spin-Orbit Splitting at the Bismuth Surface								PHYSICAL REVIEW LETTERS				109	22					226404	10.1103/PhysRevLett.109.226404			NOV 27 2012	2012										24							WOS:000311546600016		
J	Cheng, Lina; Chen, Zhi-Gang; Ma, Song; Zhang, Zhi-dong; Wang, Yong; Xu, Hong-Yi; Yang, Lei; Han, Guang; Jack, Kevin; Lu, Gaoqing (Max); Zou, Jin								High Curie Temperature Bi1.85Mn0.15Te3 Nanoplates								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				134	46			18920	18923		10.1021/ja308933k			NOV 21 2012	2012										24							WOS:000311324900011		
J	Okamoto, K.; Kuroda, K.; Miyahara, H.; Miyamoto, K.; Okuda, T.; Aliev, Z. S.; Babanly, M. B.; Amiraslanov, I. R.; Shimada, K.; Namatame, H.; Taniguchi, M.; Samorokov, D. A.; Menshchikova, T. V.; Chulkov, E. V.; Kimura, A.								Observation of a highly spin-polarized topological surface state in GeBi2Te4								PHYSICAL REVIEW B				86	19					195304	10.1103/PhysRevB.86.195304			NOV 6 2012	2012										24							WOS:000310841100001		
J	Souma, S.; Komatsu, M.; Nomura, M.; Sato, T.; Takayama, A.; Takahashi, T.; Eto, K.; Segawa, Kouji; Ando, Yoichi								Spin Polarization of Gapped Dirac Surface States Near the Topological Phase Transition in TlBi(S1-xSex)(2)								PHYSICAL REVIEW LETTERS				109	18					186804	10.1103/PhysRevLett.109.186804			NOV 2 2012	2012										24							WOS:000310612000027		
J	Kim, Jeongwoo; Kim, Jinwoong; Kim, Ki-Seok; Jhi, Seung-Hoon								Topological Phase Transition in the Interaction of Surface Dirac Fermions in Heterostructures								PHYSICAL REVIEW LETTERS				109	14					146601	10.1103/PhysRevLett.109.146601			OCT 1 2012	2012										24							WOS:000309352300006		
J	Buczko, Ryszard; Cywinski, Lukasz								PbTe/PbSnTe heterostructures as analogs of topological insulators								PHYSICAL REVIEW B				85	20					205319	10.1103/PhysRevB.85.205319			MAY 29 2012	2012										24							WOS:000304526800014		
J	Ji, Huiwen; Allred, J. M.; Fuccillo, M. K.; Charles, M. E.; Neupane, M.; Wray, L. A.; Hasan, M. Z.; Cava, R. J.								Bi2Te1.6S1.4: A topological insulator in the tetradymite family								PHYSICAL REVIEW B				85	20					201103	10.1103/PhysRevB.85.201103			MAY 15 2012	2012										24							WOS:000304082100001		
J	Ji, Huiwen; Allred, J. M.; Ni, Ni; Tao, Jing; Neupane, M.; Wray, A.; Xu, S.; Hasan, M. Z.; Cava, R. J.								Bulk intergrowth of a topological insulator with a room-temperature ferromagnet								PHYSICAL REVIEW B				85	16					165313	10.1103/PhysRevB.85.165313			APR 19 2012	2012										24							WOS:000302993500004		
J	Liu, Qin; Qi, Xiao-Liang; Zhang, Shou-Cheng								Stationary phase approximation approach to the quasiparticle interference on the surface of a strong topological insulator								PHYSICAL REVIEW B				85	12					125314	10.1103/PhysRevB.85.125314			MAR 30 2012	2012										24							WOS:000302170900007		
J	Tanaka, Y.; Nakayama, K.; Souma, S.; Sato, T.; Xu, N.; Zhang, P.; Richard, P.; Ding, H.; Suzuki, Y.; Das, P.; Kadowaki, K.; Takahashi, T.								Evolution of electronic structure upon Cu doping in the topological insulator Bi2Se3								PHYSICAL REVIEW B				85	12					125111	10.1103/PhysRevB.85.125111			MAR 12 2012	2012										24							WOS:000301337000004		
J	Hao, Guolin; Qi, Xiang; Yang, Liwen; Liu, Yundan; Li, Jun; Ren, Long; Sun, Fu; Zhong, Jianxin								Growth and surface potential characterization of Bi2Te3 nanoplates								AIP ADVANCES				2	1					012114	10.1063/1.3679160			MAR 2012	2012										24							WOS:000302225400032		
J	Wang, Bao-Tian; Zhang, Ping								Phonon spectrum and bonding properties of Bi2Se3: Role of strong spin-orbit interaction								APPLIED PHYSICS LETTERS				100	8					082109	10.1063/1.3689759			FEB 20 2012	2012										24							WOS:000300711200028		
J	Prodan, Emil								Manifestly gauge-independent formulations of the Z(2) invariants								PHYSICAL REVIEW B				83	23					235115	10.1103/PhysRevB.83.235115			JUN 8 2011	2011										24							WOS:000291398400003		
J	Zitko, Rok; Bodensiek, Oliver; Pruschke, Thomas								Effects of magnetic anisotropy on the subgap excitations induced by quantum impurities in a superconducting host								PHYSICAL REVIEW B				83	5					054512	10.1103/PhysRevB.83.054512			FEB 22 2011	2011										24							WOS:000287584000014		
J	Bercioux, D.; Goldman, N.; Urban, D. F.								Topology-induced phase transitions in quantum spin Hall lattices								PHYSICAL REVIEW A				83	2					023609	10.1103/PhysRevA.83.023609			FEB 15 2011	2011										24							WOS:000287358300004		
J	Saha, K.; Paul, I.; Sengupta, K.								Unconventional scanning tunneling conductance spectra for graphene								PHYSICAL REVIEW B				81	16					165446	10.1103/PhysRevB.81.165446			APR 15 2010	2010										24							WOS:000277217200123		
J	Chuu, Chih-Piao; Chang, Ming-Che; Niu, Qian								Semiclassical dynamics and transport of the Dirac spin								SOLID STATE COMMUNICATIONS				150	11-12			533	537		10.1016/j.ssc.2009.10.039			MAR 2010	2010										24							WOS:000276435600018		
J	Chu, Rui-Lin; Li, Jian; Jain, J. K.; Shen, Shun-Qing								Coherent oscillations and giant edge magnetoresistance in singly connected topological insulators								PHYSICAL REVIEW B				80	8					081102	10.1103/PhysRevB.80.081102			AUG 2009	2009										24							WOS:000269639300002		
J	Winterrose, M. L.; Lucas, M. S.; Yue, A. F.; Halevy, I.; Mauger, L.; Munoz, J. A.; Hu, Jingzhu; Lerche, M.; Fultz, B.								Pressure-Induced Invar Behavior in Pd3Fe								PHYSICAL REVIEW LETTERS				102	23					237202	10.1103/PhysRevLett.102.237202			JUN 12 2009	2009										24							WOS:000266977500059		
J	Boyd, G. R.; Devereaux, T. P.; Hirschfeld, P. J.; Mishra, V.; Scalapino, D. J.								Probing the pairing symmetry of the iron pnictides with electronic Raman scattering								PHYSICAL REVIEW B				79	17					174521	10.1103/PhysRevB.79.174521			MAY 2009	2009										24							WOS:000266501100111		
J	Sugiyama, Jun; Mansson, Martin; Ikedo, Yutaka; Goko, Tatsuo; Mukai, Kazuhiko; Andreica, Daniel; Amato, Alex; Ariyoshi, Kingo; Ohzuku, Tsutomu								mu+SR investigation of local magnetic order in LiCrO2								PHYSICAL REVIEW B				79	18					184411	10.1103/PhysRevB.79.184411			MAY 2009	2009										24							WOS:000266501200064		
J	Zhou, Sen; Wang, Ziqiang								Nodal d+id pairing and topological phases on the triangular lattice of Na(x)CoO(2) center dot yH(2)O: Evidence for an unconventional superconducting state								PHYSICAL REVIEW LETTERS				100	21					217002	10.1103/PhysRevLett.100.217002			MAY 30 2008	2008										24							WOS:000256585500041		
J	Ning, FL; Imai, T								O-17 NMR studies of a triangular-lattice superconductor NaxCoO2 center dot yH(2)O								PHYSICAL REVIEW LETTERS				94	22					227004	10.1103/PhysRevLett.94.227004			JUN 10 2005	2005										24							WOS:000229700800062		
J	Biedermann, A; Tscheliessnig, R; Klein, C; Schmid, M; Varga, P								Reconstruction of the clean and H covered "magnetic live surface layer" of Fe films grown on Cu(100)								SURFACE SCIENCE				563	1-3			110	126		10.1016/j.susc.2004.06.150			AUG 10 2004	2004										24							WOS:000223115400012		
J	Liu, Yuan; Duan, Xidong; Huang, Yu; Duan, Xiangfeng								Two-dimensional transistors beyond graphene and TMDCs								CHEMICAL SOCIETY REVIEWS				47	16			6388	6409		10.1039/c8cs00318a			AUG 21 2018	2018										23							WOS:000441712800010		
J	Antipov, Andrey E.; Bargerbos, Arno; Winkler, Georg W.; Bauer, Bela; Rossi, Enrico; Lutchyn, Roman M.								Effects of Gate-Induced Electric Fields on Semiconductor Majorana Nanowires								PHYSICAL REVIEW X				8	3					031041	10.1103/PhysRevX.8.031041			AUG 13 2018	2018										23							WOS:000441467600002		
J	Zhang, Zhiwang; Tian, Ye; Cheng, Ying; Wei, Qi; Liu, Xiaojun; Christensen, Johan								Topological Acoustic Delay Line								PHYSICAL REVIEW APPLIED				9	3					034032	10.1103/PhysRevApplied.9.034032			MAR 28 2018	2018										23							WOS:000428508400003		
J	Bhuvaneswari, R.; Nagarajan, V.; Chandiramouli, R.								Adsorption studies of trimethyl amine and n-butyl amine vapors on stanene nanotube molecular device - A first-principles study								CHEMICAL PHYSICS				501				78	85		10.1016/j.chemphys.2017.12.003			FEB 14 2018	2018										23							WOS:000426452900010		
J	Sheng, Xian-Lei; Yu, Zhi-Ming; Yu, Rui; Weng, Hongming; Yang, Shengyuan A.								d Orbital Topological Insulator and Semimetal in the Antifluorite Cu2S Family: Contrasting Spin Helicities, Nodal Box, and Hybrid Surface States								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				8	15			3506	3511		10.1021/acs.jpclett.7b01390			AUG 3 2017	2017										23							WOS:000407191300010		
J	Xu, Cai-Zhi; Chan, Yang-Hao; Chen, Yige; Chen, Peng; Wang, Xiaoxiong; Dejoie, Catherine; Wong, Man-Hong; Hlevyack, Joseph Andrew; Ryu, Hyejin; Kee, Hae-Young; Tamura, Nobumichi; Chou, Mei-Yin; Hussain, Zahid; Mo, Sung-Kwan; Chiang, Tai-Chang								Elemental Topological Dirac Semimetal: alpha-Sn on InSb(111)								PHYSICAL REVIEW LETTERS				118	14					146402	10.1103/PhysRevLett.118.146402			APR 4 2017	2017										23							WOS:000399395800003		
J	Smejkal, Libor; Jungwirth, Tomas; Sinova, Jairo								Route towards Dirac and Weyl antiferromagnetic spintronics								PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS				11	4					UNSP 1700044	10.1002/pssr.201700044			APR 2017	2017										23							WOS:000402160200006		
J	Zhang, P.; Peng, X. -L.; Qian, T.; Richard, P.; Shi, X.; Ma, J. -Z.; Fu, B. B.; Guo, Y. -L.; Han, Z. Q.; Wang, S. C.; Wang, L. L.; Xue, Q. -K.; Hu, J. P.; Sun, Y. -J.; Ding, H.								Observation of high-T-c superconductivity in rectangular FeSe/SrTiO3(110) monolayers								PHYSICAL REVIEW B				94	10					104510	10.1103/PhysRevB.94.104510			SEP 13 2016	2016										23							WOS:000383140500006		
J	Wiedmann, S.; Jost, A.; Fauque, B.; van Dijk, J.; Meijer, M. J.; Khouri, T.; Pezzini, S.; Grauer, S.; Schreyeck, S.; Bruene, C.; Buhmann, H.; Molenkamp, L. W.; Hussey, N. E.								Anisotropic and strong negative magnetoresistance in the three-dimensional topological insulator Bi2Se3								PHYSICAL REVIEW B				94	8					081302	10.1103/PhysRevB.94.081302			AUG 10 2016	2016										23							WOS:000381400600001		
J	Chen, Yu; Chen, Shuqing; Liu, Jun; Gao, Yanxia; Zhang, Wenjing								Sub-300 femtosecond soliton tunable fiber laser with all-anomalous dispersion passively mode locked by black phosphorus								OPTICS EXPRESS				24	12			13316	13324		10.1364/OE.24.013316			JUN 13 2016	2016										23							WOS:000378298400083		
J	Li, Fangsen; Zhang, Qinghua; Tang, Chenjia; Liu, Chong; Shi, Jinan; Nie, Caina; Zhou, Guanyu; Li, Zheng; Zhang, Wenhao; Song, Can-Li; He, Ke; Ji, Shuaihua; Zhang, Shengbai; Gu, Lin; Wang, Lili; Ma, Xu-Cun; Xue, Qi-Kun								Atomically resolved FeSe/SrTiO3(001) interface structure by scanning transmission electron microscopy								2D MATERIALS				3	2					024002	10.1088/2053-1583/3/2/024002			JUN 2016	2016										23							WOS:000378571400015		
J	Zhang, W. H.; Liu, X.; Wen, C. H. P.; Peng, R.; Tan, S. Y.; Xie, B. P.; Zhang, T.; Feng, D. L.								Effects of Surface Electron Doping and Substrate on the Superconductivity of Epitaxial FeSe Films								NANO LETTERS				16	3			1969	1973		10.1021/acs.nanolett.5b05243			MAR 2016	2016										23							WOS:000371946300066		
J	Gentile, Paola; Cuoco, Mario; Ortix, Carmine								Edge States and Topological Insulating Phases Generated by Curving a Nanowire with Rashba Spin-Orbit Coupling								PHYSICAL REVIEW LETTERS				115	25					256801	10.1103/PhysRevLett.115.256801			DEC 16 2015	2015										23							WOS:000366486600010		
J	Santos, Raul A.; Huang, Chia-Wei; Gefen, Yuval; Gutman, D. B.								Fractional topological insulators: From sliding Luttinger liquids to Chern-Simons theory								PHYSICAL REVIEW B				91	20					205141	10.1103/PhysRevB.91.205141			MAY 29 2015	2015										23							WOS:000355315400004		
J	Watanabe, Hiroshi; Seki, Kazuhiro; Yunoki, Seiji								Charge-density wave induced by combined electron-electron and electron-phonon interactions in 1T-TiSe2: A variational Monte Carlo study								PHYSICAL REVIEW B				91	20					205135	10.1103/PhysRevB.91.205135			MAY 26 2015	2015										23							WOS:000355091600011		
J	Niu, Chengwang; Buhl, Patrick M.; Bihlmayer, Gustav; Wortmann, Daniel; Bluegel, Stefan; Mokrousov, Yuriy								Topological crystalline insulator and quantum anomalous Hall states in IV-VI-based monolayers and their quantum wells								PHYSICAL REVIEW B				91	20					201401	10.1103/PhysRevB.91.201401			MAY 5 2015	2015										23							WOS:000353880100001		
J	Monney, G.; Monney, C.; Hildebrand, B.; Aebi, P.; Beck, H.								Impact of Electron-Hole Correlations on the 1T-TiSe2 Electronic Structure								PHYSICAL REVIEW LETTERS				114	8					086402	10.1103/PhysRevLett.114.086402			FEB 24 2015	2015										23							WOS:000350107800006		
J	Allan, M. P.; Lee, Kyungmin; Rost, A. W.; Fischer, M. H.; Massee, F.; Kihou, K.; Lee, C-H.; Iyo, A.; Eisaki, H.; Chuang, T-M.; Davis, J. C.; Kim, Eun-Ah								Identifying the 'fingerprint' of antiferromagnetic spin fluctuations in iron pnictide superconductors								NATURE PHYSICS				11	2			177	182		10.1038/NPHYS3187			FEB 2015	2015										23							WOS:000349934700024		
J	Gooth, Johannes; Gluschke, Jan Goeran; Zierold, Robert; Leijnse, Martin; Linke, Heiner; Nielsch, Kornelius								Thermoelectric performance of classical topological insulator nanowires								SEMICONDUCTOR SCIENCE AND TECHNOLOGY				30	1					015015	10.1088/0268-1242/30/1/015015			JAN 2015	2015										23							WOS:000347033300016		
J	Li, Zheng-Zao; Zhang, Fu-Chun; Wang, Qiang-Hua								Majorana modes in a topological insulator/s-wave superconductor heterostructure								SCIENTIFIC REPORTS				4						6363	10.1038/srep06363			SEP 15 2014	2014										23							WOS:000341937200003		
J	Kurter, C.; Finck, A. D. K.; Ghaemi, P.; Hor, Y. S.; Van Harlingen, D. J.								Dynamical gate-tunable supercurrents in topological Josephson junctions								PHYSICAL REVIEW B				90	1					014501	10.1103/PhysRevB.90.014501			JUL 3 2014	2014										23							WOS:000338494000003		
J	Yang, Ming; Liu, Wu-Ming								The d-p band-inversion topological insulator in bismuth-based skutterudites								SCIENTIFIC REPORTS				4						5131	10.1038/srep05131			MAY 30 2014	2014										23							WOS:000336529300003		
J	Ieki, E.; Nakayama, K.; Miyata, Y.; Sato, T.; Miao, H.; Xu, N.; Wang, X. -P.; Zhang, P.; Qian, T.; Richard, P.; Xu, Z. -J.; Wen, J. S.; Gu, G. D.; Luo, H. Q.; Wen, H. -H.; Ding, H.; Takahashi, T.								Evolution from incoherent to coherent electronic states and its implications for superconductivity in FeTe1-xSex								PHYSICAL REVIEW B				89	14					140506	10.1103/PhysRevB.89.140506			APR 28 2014	2014										23							WOS:000337299900003		
