PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3327							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1588							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Wang, Bao-Tian; Souvatzis, Petros; Eriksson, Olle; Zhang, Ping								Lattice dynamics and chemical bonding in Sb2Te3 from first-principles calculations								JOURNAL OF CHEMICAL PHYSICS				142	17					174702	10.1063/1.4919683			MAY 7 2015	2015										10							WOS:000354258200034		
J	Miyamoto, K.; Kimura, A.; Okuda, T.; Donath, M.								Spin polarization of surface states on W(110): Combined influence of spin-orbit interaction and hybridization								JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA				201				53	59		10.1016/j.elspec.2014.09.013			MAY 2015	2015										10							WOS:000357909500011		
J	Fang, Chen; Bernevig, B. Andrei; Gilbert, Matthew J.								Tri-Dirac surface modes in topological superconductors								PHYSICAL REVIEW B				91	16					165421	10.1103/PhysRevB.91.165421			APR 20 2015	2015										10							WOS:000353125400007		
J	Gleason, S. L.; Gim, Y.; Byrum, T.; Kogar, A.; Abbamonte, P.; Fradkin, E.; MacDougall, G. J.; Van Harlingen, D. J.; Zhu, Xiangde; Petrovic, C.; Cooper, S. L.								Structural contributions to the pressure-tuned charge-density-wave to superconductor transition in ZrTe3: Raman scattering studies								PHYSICAL REVIEW B				91	15					155124	10.1103/PhysRevB.91.155124			APR 16 2015	2015										10							WOS:000352984200002		
J	Post, K. W.; Lee, Y. S.; Chapler, B. C.; Schafgans, A. A.; Novak, Mario; Taskin, A. A.; Segawa, Kouji; Goldflam, M. D.; Stinson, H. T.; Ando, Yoichi; Basov, D. N.								Infrared probe of the bulk insulating response in Bi2-xSbxTe3-ySey topological insulator alloys								PHYSICAL REVIEW B				91	16					165202	10.1103/PhysRevB.91.165202			APR 16 2015	2015										10							WOS:000352986700001		
J	Mendler, Daniel; Kotetes, Panagiotis; Schoen, Gerd								Magnetic order on a topological insulator surface with warping and proximity-induced superconductivity								PHYSICAL REVIEW B				91	15					155405	10.1103/PhysRevB.91.155405			APR 6 2015	2015										10							WOS:000352188700007		
J	Gopal, Radha Krishna; Singh, Sourabh; Chandra, Ramesh; Mitra, Chiranjib								Weak-antilocalization and surface dominated transport in topological insulator Bi2Se2Te								AIP ADVANCES				5	4					047111	10.1063/1.4917455			APR 2015	2015										10							WOS:000353827700044		
J	Luo, Xigang; Chen, Xianhui								Crystal structure and phase diagrams of iron-based superconductors								SCIENCE CHINA-MATERIALS				58	1			77	89		10.1007/s40843-015-0022-9			JAN 2015	2015										10							WOS:000364476600011		
J	Yang, Fan; Liu, Ren-Bao								Nonlinear optical response induced by non-Abelian Berry curvature in time-reversal-invariant insulators								PHYSICAL REVIEW B				90	24					245205	10.1103/PhysRevB.90.245205			DEC 29 2014	2014										10							WOS:000347124000008		
J	Goette, Matthias; Paananen, Tomi; Reiss, Guenter; Dahm, Thomas								Tunneling Magnetoresistance Devices Based on Topological Insulators: Ferromagnet-Insulator-Topological-Insulator Junctions Employing Bi2Se3								PHYSICAL REVIEW APPLIED				2	5					054010	10.1103/PhysRevApplied.2.054010			NOV 17 2014	2014										10							WOS:000345692600001		
J	Schneider, R.; Zaitsev, A. G.; Fuchs, D.; von Loehneysen, H.								Excess conductivity and Berezinskii-Kosterlitz-Thouless transition in superconducting FeSe thin films								JOURNAL OF PHYSICS-CONDENSED MATTER				26	45					455701	10.1088/0953-8984/26/45/455701			NOV 12 2014	2014										10							WOS:000343796200012		
J	Liu, Mei; Liu, Fu Yan; Man, Bao Yuan; Bi, Dong; Xu, Xue You								Multi-layered nanostructure Bi2Se3 grown by chemical vapor deposition in selenium-rich atmosphere								APPLIED SURFACE SCIENCE				317				257	261		10.1016/j.apsusc.2014.08.103			OCT 30 2014	2014										10							WOS:000344379900035		
J	Hermanns, Maria; Salimi, Yann; Haque, Masudul; Fritz, Lars								Entanglement spectrum and entanglement Hamiltonian of a Chern insulator with open boundaries								JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT										P10030	10.1088/1742-5468/2014/10/P10030			OCT 2014	2014										10							WOS:000345746500030		
J	Li, Dingping; Rosenstein, Baruch; Shapiro, B. Ya; Shapiro, I.								Quantum critical point in the superconducting transition on the surface of a topological insulator								PHYSICAL REVIEW B				90	5					054517	10.1103/PhysRevB.90.054517			AUG 25 2014	2014										10							WOS:000341262500006		
J	Zhang, Yan-Yang; Shen, Man; An, Xing-Tao; Sun, Qing-Feng; Xie, Xin-Cheng; Chang, Kai; Li, Shu-Shen								Coexistence and decoupling of bulk and edge states in disordered two-dimensional topological insulators								PHYSICAL REVIEW B				90	5					054205	10.1103/PhysRevB.90.054205			AUG 18 2014	2014										10							WOS:000341266000002		
J	Tu, Ngoc Han; Tanabe, Yoichi; Huynh, Khuong Kim; Sato, Yohei; Oguro, Hidetoshi; Heguri, Satoshi; Tsuda, Kenji; Terauchi, Masami; Watanabe, Kazuo; Tanigaki, Katsumi								Van der Waals epitaxial growth of topological insulator Bi2-xSbxTe3-ySey ultrathin nanoplate on electrically insulating fluorophlogopite mica								APPLIED PHYSICS LETTERS				105	6					063104	10.1063/1.4892576			AUG 11 2014	2014										10							WOS:000341188700061		
J	Ballet, P.; Thomas, C.; Baudry, X.; Bouvier, C.; Crauste, O.; Meunier, T.; Badano, G.; Veillerot, M.; Barnes, J. P.; Jouneau, P. H.; Levy, L. P.								MBE Growth of Strained HgTe/CdTe Topological Insulator Structures								JOURNAL OF ELECTRONIC MATERIALS				43	8			2955	2962		10.1007/s11664-014-3160-z			AUG 2014	2014										10							WOS:000339334800026		
J	Baasanjav, Dashdeleg; Tretiakov, O. A.; Nomura, Kentaro								Magnetoelectric effect in topological insulator films beyond the linear response regime								PHYSICAL REVIEW B				90	4					045149	10.1103/PhysRevB.90.045149			JUL 31 2014	2014										10							WOS:000341235500004		
J	Nussbaum, Jennifer; Schmidt, Thomas L.; Bruder, Christoph; Tiwari, Rakesh P.								Josephson effect in normal and ferromagnetic topological-insulator junctions: Planar, step, and edge geometries								PHYSICAL REVIEW B				90	4					045413	10.1103/PhysRevB.90.045413			JUL 21 2014	2014										10							WOS:000339444100004		
J	Abergel, D. S. L.; Edge, Jonathan M.; Balatsky, Alexander V.								The role of spin-orbit coupling in topologically protected interface states in Dirac materials								NEW JOURNAL OF PHYSICS				16						065012	10.1088/1367-2630/16/6/065012			JUN 24 2014	2014										10							WOS:000339085200001		
J	Zhou, Tao; Gao, Yi; Wang, Z. D.								Topological quantum phase transitions and edge states in spin-orbital coupled Fermi gases								SCIENTIFIC REPORTS				4						5218	10.1038/srep05218			JUN 11 2014	2014										10							WOS:000337019600001		
J	Liu, Weizhe Edward; Liu, Hong; Culcer, Dimitrie								Screening, Friedel oscillations, and low-temperature conductivity in topological insulator thin films								PHYSICAL REVIEW B				89	19					195417	10.1103/PhysRevB.89.195417			MAY 14 2014	2014										10							WOS:000335914100003		
J	Li, S. J.; Li, D.; Jiang, J. J.; Liu, G. B.; Ma, S.; Liu, W.; Zhang, Z. D.								Growth process and magnetic properties of alpha-FeSe nanostructures								JOURNAL OF APPLIED PHYSICS				115	17					17B502	10.1063/1.4861578			MAY 7 2014	2014						58th Annual Conference on Magnetism and Magnetic Materials	NOV 04-08, 2013		Denver, CO	10							WOS:000335643700194		
J	Luk'yanova, L. N.; Boikov, Yu A.; Danilov, V. A.; Usov, O. A.; Volkov, M. P.; Kutasov, V. A.								Surface states of charge carriers in epitaxial films of the topological insulator Bi2Te3								PHYSICS OF THE SOLID STATE				56	5			941	947		10.1134/S1063783414050163			MAY 2014	2014										10							WOS:000335672900012		
J	Li, Yuanchang; Zou, Xiaolong; Li, Jia; Zhou, Gang								Ferromagnetism and topological surface states of manganese doped Bi2Te3: Insights from density-functional calculations								JOURNAL OF CHEMICAL PHYSICS				140	12					124704	10.1063/1.4869146			MAR 28 2014	2014										10							WOS:000334169000055		
J	Wang, Xiaoxiong; Chiang, T. -C.								Topological states in Bi2Se3 surfaces created by cleavage within a quintuple layer: Analysis in terms of the Shockley criterion								PHYSICAL REVIEW B				89	12					125109	10.1103/PhysRevB.89.125109			MAR 14 2014	2014										10							WOS:000332759900004		
J	Li, Xiaodong; Duan, Xiaopeng; Kim, Ki Wook								Controlling electron propagation on a topological insulator surface via proximity interactions								PHYSICAL REVIEW B				89	4					045425	10.1103/PhysRevB.89.045425			JAN 24 2014	2014										10							WOS:000332243600005		
J	Klinkhammer, Juergen; Schlipf, Martin; Craes, Fabian; Runte, Sven; Michely, Thomas; Busse, Carsten								Spin-Polarized Surface State in EuO(100)								PHYSICAL REVIEW LETTERS				112	1					016803	10.1103/PhysRevLett.112.016803			JAN 7 2014	2014										10							WOS:000331937900021		
J	Men'shov, V. N.; Tugushev, V. V.; Chulkov, E. V.								Engineering near-surface electron states in three-dimensional topological insulators								JETP LETTERS				98	10			603	608		10.1134/S0021364013230082			JAN 2014	2014										10							WOS:000330732600005		
J	Trezza, M.; Cirillo, C.; Sabatino, P.; Carapella, G.; Prischepa, S. L.; Attanasio, C.								Nonlinear current-voltage characteristics due to quantum tunneling of phase slips in superconducting Nb nanowire networks								APPLIED PHYSICS LETTERS				103	25					252601	10.1063/1.4851240			DEC 16 2013	2013										10							WOS:000329973800057		
J	Grothe, S.; Johnston, S.; Chi, Shun; Dosanjh, P.; Burke, S. A.; Pennec, Y.								Quantifying Many-Body Effects by High-Resolution Fourier Transform Scanning Tunneling Spectroscopy								PHYSICAL REVIEW LETTERS				111	24					246804	10.1103/PhysRevLett.111.246804			DEC 9 2013	2013										10							WOS:000328699200024		
J	Wang, Dongchao; Chen, Li; Liu, Hongmei; Wang, Xiaoli								Topological phase transitions in Sb(111) films driven by external strain and electric field								EPL				104	5					57011	10.1209/0295-5075/104/57011			DEC 2013	2013										10							WOS:000329513900031		
J	Zhang, H. B.; Li, H.; Shao, J. M.; Li, S. W.; Bao, D. H.; Yang, G. W.								High-Performance Bi2Te3-Based Topological Insulator Film Magnetic Field Detector								ACS APPLIED MATERIALS & INTERFACES				5	22			11503	11508		10.1021/am403634u			NOV 27 2013	2013										10							WOS:000327812300004		
J	Eelbo, T.; Sikora, M.; Bihlmayer, G.; Dobrzanski, M.; Kozlowski, A.; Miotkowski, I.; Wiesendanger, R.								Co atoms on Bi2Se3 revealing a coverage dependent spin reorientation transition								NEW JOURNAL OF PHYSICS				15						UNSP 113026	10.1088/1367-2630/15/11/113026			NOV 13 2013	2013										10							WOS:000326876100001		
J	Aitani, Masaki; Sakamoto, Yusuke; Hirahara, Toru; Yamada, Manabu; Miyazaki, Hidetoshi; Matsunami, Masaharu; Kimura, Shin-ichi; Hasegawa, Shuji								Fermi-Level Tuning of Topological Insulator Thin Films								JAPANESE JOURNAL OF APPLIED PHYSICS				52	11					UNSP 110112	10.7567/JJAP.52.110112			NOV 2013	2013										10							WOS:000328491800013		
J	Qu, Dong-Xia; Roberts, Sarah K.; Chapline, George F.								Observation of Huge Surface Hole Mobility in the Topological Insulator Bi0.91Sb0:09 (111)								PHYSICAL REVIEW LETTERS				111	17					176801	10.1103/PhysRevLett.111.176801			OCT 21 2013	2013										10							WOS:000326148100005		
J	Zhu, Xie-Gang; Stensgaard, Malthe; Barreto, Lucas; Simoes e Silva, Wendell; Ulstrup, Soren; Michiardi, Matteo; Bianchi, Marco; Dendzik, Maciej; Hofmann, Philip								Three Dirac points on the (110) surface of the topological insulator Bi1-xSbx								NEW JOURNAL OF PHYSICS				15						103011	10.1088/1367-2630/15/10/103011			OCT 8 2013	2013										10							WOS:000325322400004		
J	Zhang, Yan-Yang; Tsai, Wei-Feng; Chang, Kai; An, X. -T.; Zhang, G. -P.; Xie, X. -C.; Li, Shu-Shen								Electron delocalization in gate-tunable gapless silicene								PHYSICAL REVIEW B				88	12					125431	10.1103/PhysRevB.88.125431			SEP 26 2013	2013										10							WOS:000324953800003		
J	Lu, Hai-Zhou; Shen, Shun-Qing								Extrinsic anomalous Hall conductivity of a topologically nontrivial conduction band								PHYSICAL REVIEW B				88	8					081304	10.1103/PhysRevB.88.081304			AUG 28 2013	2013										10							WOS:000323706600001		
J	Pesin, D. A.; MacDonald, A. H.								Topological Magnetoelectric Effect Decay								PHYSICAL REVIEW LETTERS				111	1					016801	10.1103/PhysRevLett.111.016801			JUL 2 2013	2013										10							WOS:000321209200014		
J	Pan, Z. -H.; Vescovo, E.; Fedorov, A. V.; Gu, G. D.; Valla, T.								Persistent coherence and spin polarization of topological surface states on topological insulators								PHYSICAL REVIEW B				88	4					041101	10.1103/PhysRevB.88.041101			JUL 1 2013	2013										10							WOS:000321124100001		
J	Paananen, Tomi; Dahm, Thomas								Magnetically robust topological edge states and flat bands								PHYSICAL REVIEW B				87	19					195447	10.1103/PhysRevB.87.195447			MAY 31 2013	2013										10							WOS:000319802900005		
J	Martin, C.; Craciun, V.; Miller, K. H.; Uzakbaiuly, B.; Buvaev, S.; Berger, H.; Hebard, A. F.; Tanner, D. B.								Bulk Fermi surface and electronic properties of Cu0.07Bi2Se3								PHYSICAL REVIEW B				87	20					201201	10.1103/PhysRevB.87.201201			MAY 20 2013	2013										10							WOS:000319252600001		
J	Schneider, R.; Zaitsev, A. G.; Fuchs, D.; Fromknecht, R.								Analysis of superconducting FeSe thin films deposited by a sputtering technique								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				26	5					055014	10.1088/0953-2048/26/5/055014			MAY 2013	2013										10							WOS:000317570000015		
J	Hirai, Daigorou; Bremholm, Martin; Allred, Jared M.; Krizan, Jason; Schoop, Leslie M.; Huang, Qing; Tao, Jing; Cava, R. J.								Spontaneous Formation of Zigzag Chains at the Metal-Insulator Transition in the beta-Pyrochlore CsW2O6								PHYSICAL REVIEW LETTERS				110	16					166402	10.1103/PhysRevLett.110.166402			APR 16 2013	2013										10							WOS:000317813600007		
J	Chen, Tianran; Shklovskii, B. I.								Anomalously small resistivity and thermopower of strongly compensated semiconductors and topological insulators								PHYSICAL REVIEW B				87	16					165119	10.1103/PhysRevB.87.165119			APR 15 2013	2013										10							WOS:000317591000008		
J	Qu, Fanming; Zhang, Chi; Du, Rui-Rui; Lu, Li								Coexistence of Bulk and Surface Shubnikov-de Haas Oscillations in Bi2Se3								JOURNAL OF LOW TEMPERATURE PHYSICS				170	5-6			397	402		10.1007/s10909-012-0702-8			MAR 2013	2013										10							WOS:000314183900029		
J	Hao, Guolin; Qi, Xiang; Xue, Lin; Cai, Canying; Li, Jun; Wei, Xiaolin; Zhong, Jianxin								Fermi level tuning of topological insulator Bi-2(SexTe1-x)(3) nanoplates								JOURNAL OF APPLIED PHYSICS				113	2					024306	10.1063/1.4774115			JAN 14 2013	2013										10							WOS:000313644500072		
J	Shikama, Takahisa; Shimokawa, Tatsuya; Lee, Sanguchul; Isono, Takayuki; Ueda, Akira; Takahashi, Kazuyuki; Nakao, Akiko; Kumai, Reiji; Nakao, Hironori; Kobayashi, Kensuke; Murakami, Youichi; Kimata, Motoi; Tajima, Hiroyuki; Matsubayashi, Kazuyuki; Uwatoko, Yoshiya; Nishio, Yutaka; Kajita, Koji; Mori, Hatsumi								Magnetism and Pressure-Induced Superconductivity of Checkerboard-Type Charge-Ordered Molecular Conductor beta-(meso-DMBEDT-TTF)(2)X (X = PF6 and AsF6)								CRYSTALS				2	4			1502	1513		10.3390/cryst2041502			DEC 2012	2012										10							WOS:000209341500012		
J	Wu, Hao; Huang, Zhongyi; Jin, Shi; Yin, Dongsheng								GAUSSIAN BEAM METHODS FOR THE DIRAC EQUATION IN THE SEMI-CLASSICAL REGIME								COMMUNICATIONS IN MATHEMATICAL SCIENCES				10	4			1301	1315					DEC 2012	2012										10							WOS:000307660100014		
J	Liu, Genhua; Zhou, Guanghui; Chen, Yong-Hai								Modulation of external electric field on surface states of topological insulator Bi2Se3 thin films								APPLIED PHYSICS LETTERS				101	22					223109	10.1063/1.4767998			NOV 26 2012	2012										10							WOS:000311967000070		
J	Wang, Wenhong; Du, Yin; Liu, Enke; Liu, Zhongyuan; Wu, G. H.								Fabrication and characterization of the gapless half-Heusler YPtSb thin films								JOURNAL OF APPLIED PHYSICS				112	10					103910	10.1063/1.4766902			NOV 15 2012	2012										10							WOS:000311969800085		
J	Ii, Akihiro; Yamakage, Ai; Yada, Keiji; Sato, Masatoshi; Tanaka, Yukio								Theory of tunneling spectroscopy for chiral topological superconductors								PHYSICAL REVIEW B				86	17					174512	10.1103/PhysRevB.86.174512			NOV 12 2012	2012										10							WOS:000310968400008		
J	Alegria, L. D.; Petta, J. R.								Controlled MOCVD growth of Bi2Se3 topological insulator nanoribbons								NANOTECHNOLOGY				23	43					435601	10.1088/0957-4484/23/43/435601			NOV 2 2012	2012										10							WOS:000310573600007		
J	Takane, Yositake; Imura, Ken-Ichiro								Dirac Electrons on a Sharply Edged Surface of Topological Insulators								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				81	9					093705	10.1143/JPSJ.81.093705			SEP 2012	2012										10							WOS:000308305000008		
J	Rakyta, P.; Palyi, A.; Cserti, J.								Electronic standing waves on the surface of the topological insulator Bi2Te3								PHYSICAL REVIEW B				86	8					085456	10.1103/PhysRevB.86.085456			AUG 29 2012	2012										10							WOS:000308128500005		
J	Principi, A.; Polini, Marco; Asgari, Reza; MacDonald, A. H.								The tunneling density-of-states of interacting massless Dirac fermions								SOLID STATE COMMUNICATIONS				152	15			1456	1459		10.1016/j.ssc.2012.04.040			AUG 2012	2012										10							WOS:000307158100026		
J	Lasia, Martha; Brey, Luis								Temperature-induced spin density wave in a magnetically doped topological insulator Bi2Se3								PHYSICAL REVIEW B				86	4					045317	10.1103/PhysRevB.86.045317			JUL 19 2012	2012										10							WOS:000306544400006		
J	Bellorin, Jorge; Restuccia, Alvaro; Sotomayor, Adrian								Nonperturbative analysis of the constraints and the positivity of the energy of the complete Horava theory								PHYSICAL REVIEW D				85	12					124060	10.1103/PhysRevD.85.124060			JUN 26 2012	2012										10							WOS:000305681900013		
J	Beri, B.								Nonlocal conductance reveals helical superconductors								PHYSICAL REVIEW B				85	14					140501	10.1103/PhysRevB.85.140501			APR 3 2012	2012										10							WOS:000302290700001		
J	Chen, Liang; Wan, Shaolong								Critical surface band gap of repulsive Casimir interaction between three-dimensional topological insulators at finite temperature								PHYSICAL REVIEW B				85	11					115102	10.1103/PhysRevB.85.115102			MAR 5 2012	2012										10							WOS:000301112700001		
J	Zhang, J. P.; Yuan, J. H.								Electron transport with tunable ferromagnetic barriers on the surface of topological insulators								EUROPEAN PHYSICAL JOURNAL B				85	3					100	10.1140/epjb/e2012-20544-2			MAR 2012	2012										10							WOS:000302642200004		
J	Li, Huichao; Sheng, L.; Xing, D. Y.								Quantum phase transitions in ultrathin films of three-dimensional topological insulators in the presence of an electrostatic potential and a Zeeman field								PHYSICAL REVIEW B				85	4					045118	10.1103/PhysRevB.85.045118			JAN 18 2012	2012										10							WOS:000299290100004		
J	Jin, Hosub; Im, Jino; Song, Jung-Hwan; Freeman, Arthur J.								Multiple Dirac fermions from a topological insulator and graphene superlattice								PHYSICAL REVIEW B				85	4					045307	10.1103/PhysRevB.85.045307			JAN 9 2012	2012										10							WOS:000298922300008		
J	Fu, Zhen-Guo; Zhang, Ping; Wang, Zhigang; Li, Shu-Shen								Quantum corrals and quantum mirages on the surface of a topological insulator								PHYSICAL REVIEW B				84	23					235438	10.1103/PhysRevB.84.235438			DEC 27 2011	2011										10							WOS:000298559600015		
J	Li, C.; Zeng, Z. Q.; Fan, D. S.; Hirono, Y.; Wu, J.; Morgan, T. A.; Hu, X.; Yu, S. Q.; Wang, Zh. M.; Salamo, G. J.								Bismuth nano-droplets for group-V based molecular-beam droplet epitaxy								APPLIED PHYSICS LETTERS				99	24					243113	10.1063/1.3666036			DEC 12 2011	2011										10							WOS:000298254200054		
J	Ekino, Toshikazu; Gabovich, Alexander M.; Li, Mai Suan; Pekala, Marek; Szymczak, Henryk; Voitenko, Alexander I.								d-Wave Superconductivity and s-Wave Charge Density Waves: Coexistence between Order Parameters of Different Origin and Symmetry								SYMMETRY-BASEL				3	4			699	749		10.3390/sym3040699			DEC 2011	2011										10							WOS:000208832400001		
J	Schoop, Leslie M.; Medvedev, Sergey A.; Ksenofontov, Vadim; Williams, Anthony; Palasyuk, Taras; Troyan, Iwan A.; Schmitt, Jennifer; Casper, Frederick; Wang, Changhai; Eremets, Mikhail; Cava, R. J.; Felser, Claudia								Pressure-restored superconductivity in Cu-substituted FeSe								PHYSICAL REVIEW B				84	17					174505	10.1103/PhysRevB.84.174505			NOV 8 2011	2011										10							WOS:000296860400004		
J	Hruban, A.; Materna, A.; Dalecki, W.; Strzelecka, G.; Piersa, M.; Jurkiewicz-Wegner, E.; Diduszko, R.; Romaniec, M.; Orlowski, W.								Influence of Chemical Composition of Liquid Phase and Growth Process on Physical Properties of Bi2Se3, Bi2Te3 and Bi2Te2Se Compounds								ACTA PHYSICA POLONICA A				120	5			950	953		10.12693/APhysPolA.120.950			NOV 2011	2011						40th Jaszowiec International School and Conference on the Physics of Semiconductors	JUN 25-JUL 01, 2011	Polish Acad Sci, Inst Phys; Univ Warsaw, Fac Phys; Polish Acad Sci, Inst High Pressure Phys; Polish Acad Sci, Comm Phys; Fdn Pro Physica; U.S. Army Forward Element Command-Atlantic; U.S. Dept Navy; Off Naval Res Global	Krynica-Zdroj, POLAND	10							WOS:000297714400039		
J	Wulferding, Dirk; Lemmens, Peter; Choi, Kwang-Yong; Gnezdilov, Vladimir; Pashkevich, Yurii G.; Deisenhofer, Joachim; Quintero-Castro, Diana; Islam, A. T. M. Nazmul; Lake, Bella								Coupled spin-lattice fluctuations in a compound with orbital degrees of freedom: The Cr-based dimer system Sr3Cr2O8								PHYSICAL REVIEW B				84	6					064419	10.1103/PhysRevB.84.064419			AUG 23 2011	2011										10							WOS:000294225000009		
J	Fedorchenko, A. V.; Grechnev, G. E.; Desnenko, V. A.; Panfilov, A. S.; Gnatchenko, S. L.; Tsurkan, V.; Deisenhofer, J.; Loidl, A.; Volkova, O. S.; Vasiliev, A. N.								Pressure effects on the magnetic susceptibility of FeTex (x similar or equal to 1.0)								JOURNAL OF PHYSICS-CONDENSED MATTER				23	32					325701	10.1088/0953-8984/23/32/325701			AUG 17 2011	2011										10							WOS:000293227100014		
J	Liu, Xuele; Wang, Ziqiang; Xie, X. C.; Yu, Yue								Abelian and non-Abelian anyons in integer quantum anomalous Hall effect and topological phase transitions via superconducting proximity effect								PHYSICAL REVIEW B				83	12					125105	10.1103/PhysRevB.83.125105			MAR 18 2011	2011										10							WOS:000288532400001		
J	Li, Qiuzi; Ghosh, Parag; Sau, Jay D.; Tewari, Sumanta; Das Sarma, S.								Anisotropic surface transport in topological insulators in proximity to a helical spin density wave								PHYSICAL REVIEW B				83	8					085110	10.1103/PhysRevB.83.085110			FEB 25 2011	2011										10							WOS:000287729500004		
J	Shindou, Ryuichi; Nakai, Ryota; Murakami, Shuichi								Disordered topological quantum critical points in three-dimensional systems								NEW JOURNAL OF PHYSICS				12						065008	10.1088/1367-2630/12/6/065008			JUN 17 2010	2010										10							WOS:000279876800006		
J	Eto, Kazuma; Taskin, A. A.; Segawa, Kouji; Ando, Yoichi								Spin-orbit coupling and anomalous angular-dependent magnetoresistance in the quantum transport regime of PbS								PHYSICAL REVIEW B				81	16					161202	10.1103/PhysRevB.81.161202			APR 15 2010	2010										10							WOS:000277217200006		
J	Dong, Xiaochen; Shi, Yumeng; Chen, Peng; Ling, Qidan; Huang, Wei								Aromatic Molecules Doping in Single-Layer Graphene Probed by Raman Spectroscopy and Electrostatic Force Microscopy								JAPANESE JOURNAL OF APPLIED PHYSICS				49	1					01AH04	10.1143/JJAP.49.01AH04			2010	2010						5TH INTERNATIONAL CONFERENCE ON MOLECULAR ELECTRONICS AND BIOELECTRONICS	MAR 15-18, 2009		Miyazaki, JAPAN	10							WOS:000279288900060		
J	Tissen, V. G.; Ponyatovsky, E. G.; Nefedova, M. V.; Titov, A. N.; Fedorenko, V. V.								Effects of pressure-induced phase transitions on superconductivity in single-crystal Fe1.02Se								PHYSICAL REVIEW B				80	9					092507	10.1103/PhysRevB.80.092507			SEP 2009	2009										10							WOS:000270383000021		
J	Zhu, X. D.; Sun, Y. P.; Zhang, S. B.; Lei, H. C.; Li, L. J.; Zhu, X. B.; Yang, Z. R.; Song, W. H.; Dai, J. M.								Superconductivity and single crystal growth of Ni0.05TaS2								SOLID STATE COMMUNICATIONS				149	31-32			1296	1299		10.1016/j.ssc.2009.05.007			AUG 2009	2009										10							WOS:000268505700015		
