PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Orofeo, Carlo M.; Hibino, Hiroki; Kawahara, Kenji; Ogawa, Yui; Tsuji, Masaharu; Ikeda, Ken-ichi; Mizuno, Seigi; Ago, Hiroki								Influence of Cu metal on the domain structure and carrier mobility in single-layer graphene								CARBON				50	6			2189	2196		10.1016/j.carbon.2012.01.030			MAY 2012	2012										64							WOS:000302050200015		
J	Zhao, Yubao; Ma, Wanhong; Li, Yue; Ji, Hongwei; Chen, Chuncheng; Zhu, Huaiyong; Zhao, Jincai								The Surface-Structure Sensitivity of Dioxygen Activation in the Anatase-Photocatalyzed Oxidation Reaction								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				51	13			3188	3192		10.1002/anie.201107149			2012	2012										64							WOS:000301792000022		
J	Lee, Dong Su; Riedl, Christian; Beringer, Thomas; Castro Neto, A. H.; von Klitzing, Klaus; Starke, Ulrich; Smet, Jurgen H.								Quantum Hall Effect in Twisted Bilayer Graphene								PHYSICAL REVIEW LETTERS				107	21					216602	10.1103/PhysRevLett.107.216602			NOV 16 2011	2011										64							WOS:000297136400005		
J	Casula, Michele; Calandra, Matteo; Profeta, Gianni; Mauri, Francesco								Intercalant and Intermolecular Phonon Assisted Superconductivity in K-Doped Picene								PHYSICAL REVIEW LETTERS				107	13					137006	10.1103/PhysRevLett.107.137006			SEP 21 2011	2011										64							WOS:000295083100017		
J	Polarz, Sebastian								Shape Matters: Anisotropy of the Morphology of Inorganic Colloidal Particles - Synthesis and Function								ADVANCED FUNCTIONAL MATERIALS				21	17			3214	3230		10.1002/adfm.201101205			SEP 9 2011	2011										64							WOS:000295184400003		
J	Zhou, Haiqing; Qiu, Caiyu; Yu, Fang; Yang, Huaichao; Chen, Minjiang; Hu, Lijun; Sun, Lianfeng								Thickness-Dependent Morphologies and Surface-Enhanced Raman Scattering of Ag Deposited on n-Layer Graphenes								JOURNAL OF PHYSICAL CHEMISTRY C				115	23			11348	11354		10.1021/jp112421q			JUN 16 2011	2011										64							WOS:000291339000004		
J	Jorio, Ado; Lucchese, Marcia M.; Stavale, Fernando; Martins Ferreira, Erlon H.; Moutinho, Marcus V. O.; Capaz, Rodrigo B.; Achete, Carlos A.								Raman study of ion-induced defects in N-layer graphene								JOURNAL OF PHYSICS-CONDENSED MATTER				22	33					334204	10.1088/0953-8984/22/33/334204			AUG 25 2010	2010										64							WOS:000280548200005		
J	Campo, Vivaldo Leiria, Jr.; Cococcioni, Matteo								Extended DFT plus U plus V method with on-site and inter-site electronic interactions								JOURNAL OF PHYSICS-CONDENSED MATTER				22	5					055602	10.1088/0953-8984/22/5/055602			FEB 10 2010	2010										64							WOS:000273730300016		
J	Chae, Dong-Hun; Krauss, Benjamin; von Klitzing, Klaus; Smet, Jurgen H.								Hot Phonons in an Electrically Biased Graphene Constriction								NANO LETTERS				10	2			466	471		10.1021/nl903167f			FEB 2010	2010										64							WOS:000274338800018		
J	Gillen, Roland; Mohr, Marcel; Thomsen, Christian; Maultzsch, Janina								Vibrational properties of graphene nanoribbons by first-principles calculations								PHYSICAL REVIEW B				80	15					155418	10.1103/PhysRevB.80.155418			OCT 2009	2009										64							WOS:000271352000127		
J	Mookherjee, Mainak; Stixrude, Lars								Structure and elasticity of serpentine at high-pressure								EARTH AND PLANETARY SCIENCE LETTERS				279	1-2			11	19		10.1016/j.epsl.2008.12.018			MAR 15 2009	2009										64							WOS:000264473700002		
J	Sreeprasad, T. S.; Samal, A. K.; Pradeep, T.								Tellurium Nanowire-Induced Room Temperature Conversion of Graphite Oxide to Leaf-like Graphenic Structures								JOURNAL OF PHYSICAL CHEMISTRY C				113	5			1727	1737		10.1021/jp8084777			FEB 5 2009	2009										64							WOS:000262902800014		
J	Nie, Xiliang; Zhuo, Shuping; Maeng, Gloria; Sohlberg, Karl								Doping of TiO2 Polymorphs for Altered Optical and Photocatalytic Properties								INTERNATIONAL JOURNAL OF PHOTOENERGY										294042	10.1155/2009/294042			2009	2009										64							WOS:000273286600001		
J	Orzali, Tommaso; Casarin, Maurizio; Granozzi, Gaetano; Sambi, Mauro; Vittadini, Andrea								Bottom-up assembly of single-domain titania nanosheets on (1x2)-Pt(110)								PHYSICAL REVIEW LETTERS				97	15					156101	10.1103/PhysRevLett.97.156101			OCT 13 2006	2006										64							WOS:000241247700042		
J	Tsai, MH; Chen, SY; Shen, P								Imperfect oriented attachment: Accretion and defect generation of nanosize rutile condensates								NANO LETTERS				4	7			1197	1201		10.1021/nl0495763			JUL 2004	2004										64							WOS:000222762000006		
J	Alfe, D; Gillan, MJ; Price, GD								Ab initio chemical potentials of solid and liquid solutions and the chemistry of the Earth's core								JOURNAL OF CHEMICAL PHYSICS				116	16			7127	7136		10.1063/1.1464121			APR 22 2002	2002										64							WOS:000174973600032		
J	Ni, G. X.; McLeod, A. S.; Sun, Z.; Wang, L.; Xiong, L.; Post, K. W.; Sunku, S. S.; Jiang, B-Y; Hone, J.; Dean, C. R.; Fogler, M. M.; Basov, D. N.								Fundamental limits to graphene plasmonics								NATURE				557	7706			530	+		10.1038/s41586-018-0136-9			MAY 24 2018	2018										63							WOS:000432794900041		
J	Jiang, Kun; Sandberg, Robert B.; Akey, Austin J.; Liu, Xinyan; Bell, David C.; Norskov, Jens K.; Chan, Karen; Wang, Haotian								Metal ion cycling of Cu foil for selective C-C coupling in electrochemical CO2 reduction								NATURE CATALYSIS				1	2			111	119		10.1038/s41929-017-0009-x			FEB 2018	2018										63							WOS:000428621500009		
J	Fang, Wenzhang; Xing, Mingyang; Zhang, Jinlong								Modifications on reduced titanium dioxide photocatalysts: A review								JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS				32				21	39		10.1016/j.jphotochemrev.2017.05.003			SEP 2017	2017										63							WOS:000411306400002		
J	Liu, Shu-Wei; Wang, Hua-Ping; Xu, Qiang; Ma, Tian-Bao; Yu, Gui; Zhang, Chenhui; Geng, Dechao; Yu, Zhiwei; Zhang, Shengguang; Wang, Wenzhong; Hu, Yuan-Zhong; Wang, Hui; Luo, Jianbin								Robust microscale superlubricity under high contact pressure enabled by graphene-coated microsphere								NATURE COMMUNICATIONS				8						14029	10.1038/ncomms14029			FEB 14 2017	2017										63							WOS:000393856900001		
J	Wang, Shiyong; Talirz, Leopold; Pignedoli, Carlo A.; Feng, Xinliang; Muellen, Klaus; Fasel, Roman; Ruffieux, Pascal								Giant edge state splitting at atomically precise graphene zigzag edges								NATURE COMMUNICATIONS				7						11507	10.1038/ncomms11507			MAY 2016	2016										63							WOS:000375930500001		
J	Zhang, Shengliang; Du, Huiping; He, Jianjiang; Huang, Changshui; Liu, Huibiao; Cui, Guanglei; Li, Yuliang								Nitrogen-Doped Graphdiyne Applied for Lithium-Ion Storage								ACS APPLIED MATERIALS & INTERFACES				8	13			8467	8473		10.1021/acsami.6b00255			APR 6 2016	2016										63							WOS:000373748200019		
J	Zhong, Xin; Wang, Hui; Zhang, Jurong; Liu, Hanyu; Zhang, Shoutao; Song, Hai-Feng; Yang, Guochun; Zhang, Lijun; Ma, Yanming								Tellurium Hydrides at High Pressures: High-Temperature Superconductors								PHYSICAL REVIEW LETTERS				116	5					057002	10.1103/PhysRevLett.116.057002			FEB 4 2016	2016										63							WOS:000369492600004		
J	Backes, Claudia; Paton, Keith R.; Hanlon, Damien; Yuan, Shengjun; Katsnelson, Mikhail I.; Houston, James; Smith, Ronan J.; McCloskey, David; Donegan, John F.; Coleman, Jonathan N.								Spectroscopic metrics allow in situ measurement of mean size and thickness of liquid-exfoliated few-layer graphene nanosheets								NANOSCALE				8	7			4311	4323		10.1039/c5nr08047a			2016	2016										63							WOS:000370761700054		
J	Yu, Hongyi; Wang, Yong; Tong, Qingjun; Xu, Xiaodong; Yao, Wang								Anomalous Light Cones and Valley Optical Selection Rules of Interlayer Excitons in Twisted Heterobilayers								PHYSICAL REVIEW LETTERS				115	18					187002	10.1103/PhysRevLett.115.187002			OCT 30 2015	2015										63							WOS:000363788400007		
J	Brumme, Thomas; Calandra, Matteo; Mauri, Francesco								First-principles theory of field-effect doping in transition-metal dichalcogenides: Structural properties, electronic structure, Hall coefficient, and electrical conductivity								PHYSICAL REVIEW B				91	15					155436	10.1103/PhysRevB.91.155436			APR 30 2015	2015										63							WOS:000353681800001		
J	Tian, Ye; Liu, Yu; Wang, Wei-ping; Zhang, Xiao; Peng, Wei								CuO nanoparticles on sulfur-doped graphene for nonenzymatic glucose sensing								ELECTROCHIMICA ACTA				156				244	251		10.1016/j.electacta.2015.01.016			FEB 20 2015	2015										63							WOS:000350444600031		
J	Qu, Konggang; Zheng, Yao; Dai, Sheng; Qiao, Shi Zhang								Polydopamine-graphene oxide derived mesoporous carbon nanosheets for enhanced oxygen reduction								NANOSCALE				7	29			12598	12605		10.1039/c5nr03089g			2015	2015										63							WOS:000358207700043		
J	Fu, Yuan-Xiang; He, Zhuo-Xian; Mo, Dong-Chuan; Lu, Shu-Shen								Thermal conductivity enhancement of epoxy adhesive using graphene sheets as additives								INTERNATIONAL JOURNAL OF THERMAL SCIENCES				86				276	283		10.1016/j.ijthermalsci.2014.07.011			DEC 2014	2014										63							WOS:000343378700025		
J	Saitta, Antonino Marco; Saija, Franz								Miller experiments in atomistic computer simulations								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				111	38			13768	13773		10.1073/pnas.1402894111			SEP 23 2014	2014										63							WOS:000341988200034		
J	Xu, Zhemi; Ao, Zhimin; Chu, Dewei; Younis, Adnan; Li, Chang Ming; Li, Sean								Reversible Hydrophobic to Hydrophilic Transition in Graphene via Water Splitting Induced by UV Irradiation								SCIENTIFIC REPORTS				4						6450	10.1038/srep06450			SEP 23 2014	2014										63							WOS:000342114400002		
J	Clima, S.; Wouters, D. J.; Adelmann, C.; Schenk, T.; Schroeder, U.; Jurczak, M.; Pourtois, G.								Identification of the ferroelectric switching process and dopant-dependent switching properties in orthorhombic HfO2: A first principles insight								APPLIED PHYSICS LETTERS				104	9					092906	10.1063/1.4867975			MAR 3 2014	2014										63							WOS:000332729200078		
J	Wu, S. Q.; Ji, M.; Wang, C. Z.; Nguyen, M. C.; Zhao, X.; Umemoto, K.; Wentzcovitch, R. M.; Ho, K. M.								An adaptive genetic algorithm for crystal structure prediction								JOURNAL OF PHYSICS-CONDENSED MATTER				26	3					035402	10.1088/0953-8984/26/3/035402			JAN 22 2014	2014										63							WOS:000329525500010		
J	Feng, Tianli; Ruan, Xiulin								Prediction of Spectral Phonon Mean Free Path and Thermal Conductivity with Applications to Thermoelectrics and Thermal Management: A Review								JOURNAL OF NANOMATERIALS										206370	10.1155/2014/206370			2014	2014										63							WOS:000334240500001		
J	Karasiev, Valentin V.; Chakraborty, Debajit; Shukruto, Olga A.; Trickey, S. B.								Nonempirical generalized gradient approximation free-energy functional for orbital-free simulations								PHYSICAL REVIEW B				88	16					161108	10.1103/PhysRevB.88.161108			OCT 28 2013	2013										63							WOS:000326160400001		
J	Liu, Jianwei; Lu, Rongtao; Xu, Guowei; Wu, Judy; Thapa, Prem; Moore, David								Development of a Seedless Floating Growth Process in Solution for Synthesis of Crystalline ZnO Micro/Nanowire Arrays on Graphene: Towards High-Performance Nanohybrid Ultraviolet Photodetectors								ADVANCED FUNCTIONAL MATERIALS				23	39			4941	4948		10.1002/adfm.201300468			OCT 18 2013	2013										63							WOS:000327480000012		
J	Luo, Xin; Zhao, Yanyuan; Zhang, Jun; Xiong, Qihua; Quek, Su Ying								Anomalous frequency trends in MoS2 thin films attributed to surface effects								PHYSICAL REVIEW B				88	7					075320	10.1103/PhysRevB.88.075320			AUG 28 2013	2013										63							WOS:000323706300003		
J	Zakutayev, Andriy; Zhang, Xiuwen; Nagaraja, Arpun; Yu, Liping; Lany, Stephan; Mason, Thomas O.; Ginley, David S.; Zunger, Alex								Theoretical Prediction and Experimental Realization of New Stable Inorganic Materials Using the Inverse Design Approach								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				135	27			10048	10054		10.1021/ja311599g			JUL 10 2013	2013										63							WOS:000321810400022		
J	Xing, Tan; Li, Lu Hua; Hou, Liting; Hu, Xiaoping; Zhou, Shaoxiong; Peter, Robert; Petravic, Mladen; Chen, Ying								Disorder in ball-milled graphite revealed by Raman spectroscopy								CARBON				57				515	519		10.1016/j.carbon.2013.02.029			JUN 2013	2013										63							WOS:000319030000059		
J	Orofeo, Carlo M.; Suzuki, Satoru; Kageshima, Hiroyuki; Hibino, Hiroki								Growth and low-energy electron microscopy characterization of monolayer hexagonal boron nitride on epitaxial cobalt								NANO RESEARCH				6	5			335	347		10.1007/s12274-013-0310-1			MAY 2013	2013										63							WOS:000319071600004		
J	Wang, Yan; Gai, Shili; Niu, Na; He, Fei; Yang, Piaoping								Fabrication and electrochemical performance of 3D hierarchical beta-Ni(OH)(2) hollow microspheres wrapped in reduced graphene oxide								JOURNAL OF MATERIALS CHEMISTRY A				1	32			9083	9091		10.1039/c3ta11161j			2013	2013										63							WOS:000322121300012		
J	Yadhukulakrishnan, Govindaraajan B.; Rahman, Arif; Karumuri, Sriharsha; Stackpoole, Margaret M.; Kalkan, A. Kaan; Singh, Raman P.; Harimkar, Sandip P.								Spark plasma sintering of silicon carbide and multi-walled carbon nanotube reinforced zirconium diboride ceramic composite								MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING				552				125	133		10.1016/j.msea.2012.05.020			AUG 30 2012	2012										63							WOS:000307025700017		
J	Wood, Brandon C.; Bhide, Shreyas Y.; Dutta, Debosruti; Kandagal, Vinay S.; Pathak, Amar Deep; Punnathanam, Sudeep N.; Ayappa, K. G.; Narasimhan, Shobhana								Methane and carbon dioxide adsorption on edge-functionalized graphene: A comparative DFT study								JOURNAL OF CHEMICAL PHYSICS				137	5					054702	10.1063/1.4736568			AUG 7 2012	2012										63							WOS:000307921500044		
J	Luo, Zhengtang; Pinto, Nicholas J.; Davila, Yarely; Johnson, A. T. Charlie								Controlled doping of graphene using ultraviolet irradiation								APPLIED PHYSICS LETTERS				100	25					253108	10.1063/1.4729828			JUN 18 2012	2012										63							WOS:000305676400077		
J	Huang, L.; Chang, Q. H.; Guo, G. L.; Liu, Y.; Xie, Y. Q.; Wang, T.; Ling, B.; Yang, H. F.								Synthesis of high-quality graphene films on nickel foils by rapid thermal chemical vapor deposition								CARBON				50	2			551	556		10.1016/j.carbon.2011.09.012			FEB 2012	2012										63							WOS:000297397700024		
J	Zhao, Yanyuan; Chua, Kun Ting Eddie; Gan, Chee Kwan; Zhang, Jun; Peng, Bo; Peng, Zeping; Xiong, Qihua								Phonons in Bi2S3 nanostructures: Raman scattering and first-principles studies								PHYSICAL REVIEW B				84	20					205330	10.1103/PhysRevB.84.205330			NOV 21 2011	2011										63							WOS:000297295400009		
J	Ivanov, Maxim V.; Perevalov, Timofey V.; Aliev, Vladimir S.; Gritsenko, Vladimir A.; Kaichev, Vasily V.								Electronic structure of delta-Ta2O5 with oxygen vacancy: ab initio calculations and comparison with experiment								JOURNAL OF APPLIED PHYSICS				110	2					024115	10.1063/1.3606416			JUL 15 2011	2011										63							WOS:000293476300081		
J	Qian, Wen; Cui, Xu; Hao, Rui; Hou, Yanglong; Zhang, Zhiyong								Facile Preparation of Nitrogen-Doped Few-Layer Graphene via Supercritical Reaction								ACS APPLIED MATERIALS & INTERFACES				3	7			2259	2264		10.1021/am200479d			JUL 2011	2011										63							WOS:000293196800018		
J	Sosso, Gabriele C.; Caravati, Sebastiano; Mazzarello, Riccardo; Bernasconi, Marco								Raman spectra of cubic and amorphous Ge2Sb2Te5 from first principles								PHYSICAL REVIEW B				83	13					134201	10.1103/PhysRevB.83.134201			APR 11 2011	2011										63							WOS:000289349900003		
J	Nistor, Razvan A.; Newns, Dennis M.; Martyna, Glenn J.								The Role of Chemistry in Graphene Doping for Carbon-Based Electronics								ACS NANO				5	4			3096	3103		10.1021/nn200225f			APR 2011	2011										63							WOS:000289742100079		
J	Chen, Zongping; Ren, Wencai; Liu, Bilu; Gao, Libo; Pei, Songfeng; Wu, Zhong-Shuai; Zhao, Jinping; Cheng, Hui-Ming								Bulk growth of mono- to few-layer graphene on nickel particles by chemical vapor deposition from methane								CARBON				48	12			3543	3550		10.1016/j.carbon.2010.05.052			OCT 2010	2010										63							WOS:000280945900029		
J	Vijayaraghavan, Aravind; Sciascia, Calogero; Dehm, Simone; Lombardo, Antonio; Bonetti, Alessandro; Ferrari, Andrea C.; Krupke, Ralph								Dielectrophoretic Assembly of High-Density Arrays of Individual Graphene Devices for Rapid Screening								ACS NANO				3	7			1729	1734		10.1021/nn900288d			JUL 2009	2009										63							WOS:000268311000017		
J	Shi, Li; Zhou, Jianhua; Kim, Philip; Bachtold, Adrian; Majumdar, Arun; McEuen, Paul L.								Thermal probing of energy dissipation in current-carrying carbon nanotubes								JOURNAL OF APPLIED PHYSICS				105	10					104306	10.1063/1.3126708			MAY 15 2009	2009										63							WOS:000266500100135		
J	Hardwick, Laurence J.; Ruch, Patrick W.; Hahn, Matthias; Scheifele, Werner; Koetz, Ruediger; Novak, Petr								In situ Raman spectroscopy of insertion electrodes for lithium-ion batteries and supercapacitors: First cycle effects								JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS				69	5-6			1232	1237		10.1016/j.jpcs.2007.10.017			MAY-JUN 2008	2008						14th International Symposium on Intercalation Compounds (ISIC 14)	JUN 12-15, 2007	Dansuk Co; Green Life; Nanohybrid; Varian; Pucotech; Korea ITS; Ctr Intelligent NanoBio Mats; Ewha Womans Univ, Inst NanoBio Technol; Ewha Womans Univ, Div Nano Sci,; Minist Educ, Human Resources Dev; Korea Res Fdn; Korea Sci & Engn Fdn; Seoul Convent & Visitors Bur; Korean Federat Sci & Technol Soc; Ewha Womans Univ, Off Res	Seoul, SOUTH KOREA	63							WOS:000256817000050		
J	Krstajic, Nedeljko V.; Vracar, Ljijana M.; Radmilovic, Velimir R.; Neophytides, Stelios G.; Labou, Miranda; Jaksic, Jelena M.; Tunold, Reidar; Falaras, Polycarpos; Jaksic, Milan M.								Advances in interactive supported electrocatalysts for hydrogen and oxygen electrode reactions								SURFACE SCIENCE				601	9			1949	1966		10.1016/j.susc.2007.02.019			MAY 1 2007	2007										63							WOS:000246550300008		
J	Pang, Jinbo; Bachmatiuk, Alicja; Yin, Yin; Trzebicka, Barbara; Zhao, Liang; Fu, Lei; Mendes, Rafael G.; Gemming, Thomas; Liu, Zhongfan; Rummeli, Mark H.								Applications of Phosphorene and Black Phosphorus in Energy Conversion and Storage Devices								ADVANCED ENERGY MATERIALS				8	8					1702093	10.1002/aenm.201702093			MAR 15 2018	2018										62							WOS:000427968900015		
J	Ikhlas, Muhammad; Tomita, Takahiro; Koretsune, Takashi; Suzuki, Michi-To; Nishio-Hamane, Daisuke; Arita, Ryotaro; Otani, Yoshichika; Nakatsuji, Satoru								Large anomalous Nernst effect at room temperature in a chiral antiferromagnet								NATURE PHYSICS				13	11			1085	+		10.1038/NPHYS4181			NOV 2017	2017										62							WOS:000414250500021		
J	Carvalho, Bruno R.; Wang, Yuanxi; Mignuzzi, Sandro; Roy, Debdulal; Terrones, Mauricio; Fantini, Cristiano; Crespi, Vincent H.; Malard, Leandro M.; Pimenta, Marcos A.								Intervalley scattering by acoustic phonons in two-dimensional MoS2 revealed by double-resonance Raman spectroscopy								NATURE COMMUNICATIONS				8						14670	10.1038/ncomms14670			MAR 9 2017	2017										62							WOS:000395832600001		
J	Li, Chen; Zhang, Xiong; Wang, Kai; Sun, Xianzhong; Liu, Guanghua; Li, Jiangtao; Tian, Huanfang; Li, Jianqi; Ma, Yanwei								Scalable Self-Propagating High-Temperature Synthesis of Graphene for Supercapacitors with Superior Power Density and Cyclic Stability								ADVANCED MATERIALS				29	7					UNSP 1604690	10.1002/adma.201604690			FEB 17 2017	2017										62							WOS:000396144600023		
J	Smecca, Emanuele; Numata, Youhei; Deretzis, Ioannis; Pellegrino, Giovanna; Boninelli, Simona; Miyasaka, Tsutomu; La Magna, Antonino; Alberti, Alessandra								Stability of solution-processed MAPbI(3) and FAPbI(3) layers								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				18	19			13413	13422		10.1039/c6cp00721j			MAY 21 2016	2016										62							WOS:000376138000031		
J	Pfeifer, Verena; Jones, Travis E.; Velez, Juan J. Velasco; Massue, Cyriac; Arrigo, Rosa; Teschner, Detre; Girgsdies, Frank; Scherzer, Michael; Greiner, Mark T.; Allan, Jasmin; Hashagen, Maike; Weinberg, Gisela; Piccinin, Simone; Haevecker, Michael; Knop-Gericke, Axel; Schloegl, Robert								The electronic structure of iridium and its oxides								SURFACE AND INTERFACE ANALYSIS				48	5			261	273		10.1002/sia.5895			MAY 2016	2016										62							WOS:000373935900006		
J	Wu, Fangjun; Liu, Wei; Qiu, Jielong; Li, Jinzhen; Zhou, Wuyi; Fang, Yueping; Zhang, Shuting; Li, Xin								Enhanced photocatalytic degradation and adsorption of methylene blue via TiO2 nanocrystals supported on graphene-like bamboo charcoal								APPLIED SURFACE SCIENCE				358				425	435		10.1016/j.apsusc.2015.08.161			DEC 15 2015	2015						1st International Workshop on Graphene and C3N4-based Photocatalysts (IWGCP)	JUN 05-08, 2015	Jianghan Univ; Changsha Univ	Wuhan Univ Technology, Wuhan, PEOPLES R CHINA	62							WOS:000366220400053		
J	Lang, Britta; Ziebarth, Benedikt; Elsaesser, Christian								Lithium Ion Conduction in LiTi2(PO4)(3) and Related Compounds Based on the NASICON Structure: A First-Principles Study								CHEMISTRY OF MATERIALS				27	14			5040	5048		10.1021/acs.chemmater.5b01582			JUL 28 2015	2015										62							WOS:000358823000020		
J	Perrozzi, F.; Prezioso, S.; Ottaviano, L.								Graphene oxide: from fundamentals to applications								JOURNAL OF PHYSICS-CONDENSED MATTER				27	1					013002	10.1088/0953-8984/27/1/013002			JAN 14 2015	2015										62							WOS:000345462200003		
J	Bhirud, Ashwini P.; Sathaye, Shivaram D.; Waichal, Rupali P.; Ambekar, Jalindar D.; Park, Chan-J.; Kale, Bharat B.								In-situ preparation of N-TiO2/graphene nanocomposite and its enhanced photocatalytic hydrogen production by H2S splitting under solar light								NANOSCALE				7	11			5023	5034		10.1039/c4nr06435f			2015	2015										62							WOS:000351061700025		
J	Li, Ye-Fei; Aschauer, Ulrich; Chen, Jia; Selloni, Annabella								Adsorption and Reactions of O-2 on Anatase TiO2								ACCOUNTS OF CHEMICAL RESEARCH				47	11			3361	3368		10.1021/ar400312t			NOV 2014	2014										62							WOS:000345262200018		
J	Roy, Nitish; Park, Yohan; Sohn, Youngku; Leung, Kam Tong; Pradhan, Debabrata								Green Synthesis of Anatase TiO2 Nanocrystals with Diverse Shapes and their Exposed Facets-Dependent Photoredox Activity								ACS APPLIED MATERIALS & INTERFACES				6	19			16498	16507		10.1021/am504084p			OCT 8 2014	2014										62							WOS:000343018200008		
J	Moon, Joonhee; An, Junghyun; Sim, Uk; Cho, Sung-Pyo; Kang, Jin Hyoun; Chung, Chul; Seo, Jung-Hye; Lee, Jouhahn; Nam, Ki Tae; Hong, Byung Hee								One-Step Synthesis of N-doped Graphene Quantum Sheets from Monolayer Graphene by Nitrogen Plasma								ADVANCED MATERIALS				26	21			3501	3505		10.1002/adma.201306287			JUN 4 2014	2014										62							WOS:000337696900019		
J	Havener, Robin W.; Liang, Yufeng; Brown, Lola; Yang, Li; Park, Jiwoong								Van Hove Singularities and Excitonic Effects in the Optical Conductivity of Twisted Bilayer Graphene								NANO LETTERS				14	6			3353	3357		10.1021/nl500823k			JUN 2014	2014										62							WOS:000337337100057		
J	Choi, SooHo; Shaolin, Zhang; Yang, Woochul								Layer-number-dependent work function of MoS2 nanoflakes								JOURNAL OF THE KOREAN PHYSICAL SOCIETY				64	10			1550	1555		10.3938/jkps.64.1550			MAY 2014	2014										62							WOS:000337092500032		
J	Hassanali, Ali A.; Cuny, Jerome; Verdolino, Vincenzo; Parrinello, Michele								Aqueous solutions: state of the art in ab initio molecular dynamics								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				372	2011					20120482	10.1098/rsta.2012.0482			MAR 13 2014	2014										62							WOS:000332380400002		
J	Wood, Brandon C.; Ogitsu, Tadashi; Otani, Minoru; Biener, Juergen								First-Principles-Inspired Design Strategies for Graphene-Based Supercapacitor Electrodes								JOURNAL OF PHYSICAL CHEMISTRY C				118	1			4	15		10.1021/jp4044013			JAN 9 2014	2014										62							WOS:000329678200002		
J	Liu, Xin; Cui, Jiashan; Sun, Jianbo; Zhang, Xitian								3D graphene aerogel-supported SnO2 nanoparticles for efficient detection of NO2								RSC ADVANCES				4	43			22601	22605		10.1039/c4ra02453b			2014	2014										62							WOS:000337124900042		
J	Carozo, V.; Almeida, C. M.; Fragneaud, B.; Bede, P. M.; Moutinho, M. V. O.; Ribeiro-Soares, J.; Andrade, N. F.; Souza Filho, A. G.; Matos, M. J. S.; Wang, B.; Terrones, M.; Capaz, Rodrigo B.; Jorio, A.; Achete, C. A.; Cancado, L. G.								Resonance effects on the Raman spectra of graphene superlattices								PHYSICAL REVIEW B				88	8					085401	10.1103/PhysRevB.88.085401			AUG 2 2013	2013										62							WOS:000322777300003		
