PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										5918							WOS:000308825700001		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2237							WOS:000318143300005		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1225							WOS:000282683200001		
J	Li, Bin; Fan, Qingyan; Ji, Fuhao; Liu, Zhen; Pan, Hong; Qiao, S.								Carrier dependent ferromagnetism in chromium doped topological insulator Cr-y(BixSb1-x)(2-y)Te-3								PHYSICS LETTERS A				377	31-33			1925	1929		10.1016/j.physleta.2013.05.020			OCT 30 2013	2013										12							WOS:000320908700027		
J	Haberkorn, N.; Zhang, Y. Y.; Kim, Jeehoon; McCleskey, Thomas M.; Burrell, Anthony K.; Depaula, R. F.; Tajima, T.; Jia, Q. X.; Civale, L.								Upper critical magnetic field and vortex-free state in very thin epitaxial delta-MoN films grown by polymer-assisted deposition								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				26	10					105023	10.1088/0953-2048/26/10/105023			OCT 2013	2013										12							WOS:000324431000025		
J	Pallecchi, I.; Bernardini, F.; Caglieris, F.; Palenzona, A.; Massidda, S.; Putti, M.								Role of Dirac cones in magnetotransport properties of REFeAsO (RE = rare earth) oxypnictides								EUROPEAN PHYSICAL JOURNAL B				86	8					338	10.1140/epjb/e2013-40148-6			AUG 2013	2013										12							WOS:000323742400001		
J	Xie Mao-Hai; Guo Xin; Xu Zhong-Jie; Ho Wing-Kin								Molecular-beam epitaxy of topological insulator Bi2Se3 (111) and (221) thin films								CHINESE PHYSICS B				22	6					068101	10.1088/1674-1056/22/6/068101			JUN 2013	2013										12							WOS:000321552000091		
J	Yu, Rong; Zhu, Jian-Xin; Si, Qimiao								Orbital-dependent effects of electron correlations in microscopic models for iron-based superconductors								CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE				17	2			65	71		10.1016/j.cossms.2013.05.003			APR 2013	2013										12							WOS:000323092200004		
J	Kinouchi, H.; Mukuda, H.; Kitaoka, Y.; Shirage, P. M.; Fujihisa, H.; Gotoh, Y.; Eisaki, H.; Iyo, A.								Emergent phases of nodeless and nodal superconductivity separated by antiferromagnetic order in iron-based superconductor (Ca4Al2O6)Fe-2(As1-xPx)(2): As-75- and P-31-NMR studies								PHYSICAL REVIEW B				87	12					121101	10.1103/PhysRevB.87.121101			MAR 4 2013	2013										12							WOS:000315732700001		
J	Xue, Yu; Prodan, Emil								Noncommutative Kubo formula: Applications to transport in disordered topological insulators with and without magnetic fields								PHYSICAL REVIEW B				86	15					155445	10.1103/PhysRevB.86.155445			OCT 23 2012	2012										12							WOS:000310131000004		
J	Tretiakov, O. A.; Abanov, Ar.; Sinova, Jairo								Thermoelectric efficiency of topological insulators in a magnetic field								JOURNAL OF APPLIED PHYSICS				111	7					07E319	10.1063/1.3672847			APR 1 2012	2012						56th Annual Conference on Magnetism and Magnetic Materials	OCT 30-30, 2011		Scottsdale, AZ	12							WOS:000303282401282		
J	Zaanen, J.; Beekman, A. J.								The emergence of gauge invariance: The stay-at-home gauge versus local-global duality								ANNALS OF PHYSICS				327	4			1146	1161		10.1016/j.aop.2011.11.006			APR 2012	2012										12							WOS:000301404200007		
J	Shahbazi, M.; Wang, X. L.; Ghorbani, S. R.; Dou, S. X.; Choi, K. Y.								Angular dependence of pinning potential, upper critical field, and irreversibility field in underdoped BaFe1.9Co0.1As2 single crystal								APPLIED PHYSICS LETTERS				100	10					102601	10.1063/1.3692582			MAR 5 2012	2012										12							WOS:000301655500048		
J	Bergman, Doron L.								Axion Response in Gapless Systems								PHYSICAL REVIEW LETTERS				107	17					176801	10.1103/PhysRevLett.107.176801			OCT 17 2011	2011										12							WOS:000296373600027		
J	Kim, Heon-Jung; Kim, Ki-Seok; Kim, Mun Dae; Lee, S-J; Han, J-W; Ohnishi, A.; Kitaura, M.; Sasaki, M.; Kondo, A.; Kindo, K.								Sondheimer oscillation as a signature of surface Dirac fermions								PHYSICAL REVIEW B				84	12					125144	10.1103/PhysRevB.84.125144			SEP 30 2011	2011										12							WOS:000295484300006		
J	Laad, M. S.; Craco, L.								Theory of the unusual high-temperature anisotropic resistivity of underdoped iron arsenide superconductors: Evidence for an orbital nematic order								PHYSICAL REVIEW B				84	5					054530	10.1103/PhysRevB.84.054530			AUG 11 2011	2011										12							WOS:000293773800016		
J	Shapoval, T.; Stopfel, H.; Haindl, S.; Engelmann, J.; Inosov, D. S.; Holzapfel, B.; Neu, V.; Schultz, L.								Quantitative assessment of pinning forces and magnetic penetration depth in NbN thin films from complementary magnetic force microscopy and transport measurements								PHYSICAL REVIEW B				83	21					214517	10.1103/PhysRevB.83.214517			JUN 15 2011	2011										12							WOS:000291652300007		
J	Ko, Wing-Ho; Lee, Patrick A.								Magnetism and Mott transition: A slave-rotor study								PHYSICAL REVIEW B				83	13					134515	10.1103/PhysRevB.83.134515			APR 18 2011	2011										12							WOS:000292025200006		
J	Saha, S. R.; Butch, N. P.; Kirshenbaum, K.; Paglione, Johnpierre								Annealing effects on superconductivity in SrFe2-xNixAs2								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				470				S379	S381		10.1016/j.physc.2009.11.079			DEC 2010	2010						9th International Conference on Materials and Mechanisms of Superconductivity	SEP 07-12, 2009		Tokyo, JAPAN	12							WOS:000286075700164		
J	Gao, Yi; Zhou, Tao; Ting, C. S.; Su, Wu-Pei								Spin dynamics in electron-doped iron pnictide superconductors								PHYSICAL REVIEW B				82	10					104520	10.1103/PhysRevB.82.104520			SEP 23 2010	2010										12							WOS:000282123000005		
J	Kirtley, John R.; Kalisky, Beena; Luan, Lan; Moler, Kathryn A.								Meissner response of a bulk superconductor with an embedded sheet of reduced penetration depth								PHYSICAL REVIEW B				81	18					184514	10.1103/PhysRevB.81.184514			MAY 1 2010	2010										12							WOS:000278141800093		
J	Knolle, J.; Moessner, R.								A Field Guide to Spin Liquids								Annual Review of Condensed Matter Physics				10				451	472		10.1146/annurev-conmatphys-031218-013401			2019	2019										11							WOS:000461414200022		
J	Jhon, Young In; Lee, Jinho; Jhon, Young Min; Lee, Ju Han								Topological Insulators for Mode-Locking of 2-mu m Fiber Lasers								IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS				24	5					1102208	10.1109/JSTQE.2018.2811903			SEP-OCT 2018	2018										11							WOS:000429972600001		
J	Rau, Jeffrey G.; Gingras, Michel J. P.								Frustration and anisotropic exchange in ytterbium magnets with edge-shared octahedra								PHYSICAL REVIEW B				98	5					054408	10.1103/PhysRevB.98.054408			AUG 8 2018	2018										11							WOS:000441107100002		
J	Terashima, Taichi; Hirose, Hishiro T.; Graf, David; Ma, Yonghui; Mu, Gang; Hu, Tao; Suzuki, Katsuhiro; Uji, Shinya; Ikeda, Hiroaki								Fermi Surface with Dirac Fermions in CaFeAsF Determined via Quantum Oscillation Measurements								PHYSICAL REVIEW X				8	1					011014	10.1103/PhysRevX.8.011014			FEB 1 2018	2018										11							WOS:000423991000001		
J	Lucas, Andrew; Hartnoll, Sean A.								Kinetic theory of transport for inhomogeneous electron fluids								PHYSICAL REVIEW B				97	4					045105	10.1103/PhysRevB.97.045105			JAN 5 2018	2018										11							WOS:000419321300005		
J	Chen, Ru; Po, Hoi Chun; Neaton, Jeffrey B.; Vishwanath, Ashvin								Topological materials discovery using electron filling constraints								NATURE PHYSICS				14	1			55	+		10.1038/NPHYS4277			JAN 2018	2018										11							WOS:000423328000019		
J	Knispel, T.; Jolie, W.; Borgwardt, N.; Lux, J.; Wang, Zhiwei; Ando, Yoichi; Rosch, A.; Michely, T.; Grueninger, M.								Charge puddles in the bulk and on the surface of the topological insulator BiSbTeSe2 studied by scanning tunneling microscopy and optical spectroscopy								PHYSICAL REVIEW B				96	19					195135	10.1103/PhysRevB.96.195135			NOV 16 2017	2017										11							WOS:000415319500001		
J	Walsh, Lee A.; Smyth, Christopher M.; Barton, Adam T.; Wang, Qingxiao; Che, Zifan; Yue, Ruoyu; Kim, Jiyoung; Kim, Moon J.; Wallace, Robert M.; Hinkle, Christopher L.								Interface Chemistry of Contact Metals and Ferromagnets on the Topological Insulator Bi2Se3								JOURNAL OF PHYSICAL CHEMISTRY C				121	42			23551	23563		10.1021/acs.jpcc.7b08480			OCT 26 2017	2017										11							WOS:000414114800034		
J	Hao, Ningning; Zheng, Fawei; Zhang, Ping; Shen, Shun-Qing								Topological crystalline antiferromagnetic state in tetragonal FeS								PHYSICAL REVIEW B				96	16					165102	10.1103/PhysRevB.96.165102			OCT 2 2017	2017										11							WOS:000412029700003		
J	Das, Biswajit; Das, Nirmalya S.; Sarkar, Samrat; Chatterjee, Biplab K.; Chattopadhyay, Kalyan K.								Topological Insulator Bi2Se3/Si-Nanowire-Based p-n Junction Diode for High-Performance Near-Infrared Photodetector								ACS APPLIED MATERIALS & INTERFACES				9	27			22788	22798		10.1021/acsami.7b00759			JUL 12 2017	2017										11							WOS:000405764700074		
J	Nandkishore, Rahul M.; Parameswaran, S. A.								Disorder-driven destruction of a non-Fermi liquid semimetal studied by renormalization group analysis								PHYSICAL REVIEW B				95	20					205106	10.1103/PhysRevB.95.205106			MAY 5 2017	2017										11							WOS:000400662700003		
J	Bohmer, A. E.; Sapkota, A.; Kreyssig, A.; Bud'ko, S. L.; Drachuck, G.; Saunders, S. M.; Goldman, A. I.; Canfield, P. C.								Effect of Biaxial Strain on the Phase Transitions of (CadFe(1-x)Co(x))(2)As-2								PHYSICAL REVIEW LETTERS				118	10					107002	10.1103/PhysRevLett.118.107002			MAR 10 2017	2017										11							WOS:000396047700010		
J	Schaffer, Robert; Huh, Yejin; Hwang, Kyusung; Kim, Yong Baek								Quantum spin liquid in a breathing kagome lattice								PHYSICAL REVIEW B				95	5					054410	10.1103/PhysRevB.95.054410			FEB 8 2017	2017										11							WOS:000393498300002		
J	Song, Yu; Man, Haoran; Zhang, Rui; Lu, Xingye; Zhang, Chenglin; Wang, Meng; Tan, Guotai; Regnault, L. -P.; Su, Yixi; Kang, Jian; Fernandes, Rafael M.; Dai, Pengcheng								Spin anisotropy due to spin-orbit coupling in optimally hole-doped Ba0.67K0.33Fe2As2								PHYSICAL REVIEW B				94	21					214516	10.1103/PhysRevB.94.214516			DEC 23 2016	2016										11							WOS:000390906100008		
J	Ning, Shang-Qiang; Liu, Zheng-Xin; Ye, Peng								Symmetry enrichment in three-dimensional topological phases								PHYSICAL REVIEW B				94	24					245120	10.1103/PhysRevB.94.245120			DEC 15 2016	2016										11							WOS:000390258500003		
J	Zhang, Hai-Yang; Li, Jian-Xin								Quasiparticle scattering interference in iron pnictides: A probe of the origin of nematicity								PHYSICAL REVIEW B				94	7					075153	10.1103/PhysRevB.94.075153			AUG 26 2016	2016										11							WOS:000381999400002		
J	Tan, Guotai; Song, Yu; Zhang, Chenglin; Lin, Lifang; Xu, Zhuang; Hou, Tingting; Tian, Wei; Cao, Huibo; Li, Shiliang; Feng, Shiping; Dai, Pengcheng								Electron doping evolution of structural and antiferromagnetic phase transitions in NaFe1-xCoxAs iron pnictides								PHYSICAL REVIEW B				94	1					014509	10.1103/PhysRevB.94.014509			JUL 13 2016	2016										11							WOS:000379498100007		
J	Baek, S. -H.; Efremov, D. V.; Ok, J. M.; Kim, J. S.; van den Brink, Jeroen; Buechner, B.								Nematicity and in-plane anisotropy of superconductivity in beta-FeSe detected by Se-77 nuclear magnetic resonance								PHYSICAL REVIEW B				93	18					180502	10.1103/PhysRevB.93.180502			MAY 10 2016	2016										11							WOS:000375991900001		
J	Kim, Jihwan; Hwang, Ahreum; Lee, Sang-Hoon; Jhi, Seung-Hoon; Lee, Sunghun; Park, Yun Chang; Kim, Si-in; Kim, Hong-Seok; Doh, Yong-Joo; Kim, Jinhee; Kim, Bongsoo								Quantum Electronic Transport of Topological Surface States in beta-Ag2Se Nanowire								ACS NANO				10	4			3936	3943		10.1021/acsnano.5b07368			APR 2016	2016										11							WOS:000375245000006		
J	Karahasanovic, U.; Schmalian, J.								Elastic coupling and spin-driven nematicity in iron-based superconductors								PHYSICAL REVIEW B				93	6					064520	10.1103/PhysRevB.93.064520			FEB 26 2016	2016										11							WOS:000370840900007		
J	Zheng, Guolin; Wang, Ning; Yang, Jiyong; Wang, Weike; Du, Haifeng; Ning, Wei; Yang, Zhaorong; Lu, Hai-Zhou; Zhang, Yuheng; Tian, Mingliang								Weak localization effect in topological insulator micro flakes grown on insulating ferrimagnet BaFe12O19								SCIENTIFIC REPORTS				6						21334	10.1038/srep21334			FEB 19 2016	2016										11							WOS:000370556700001		
J	Fu, Ying-Shuang; Hanaguri, T.; Igarashi, K.; Kawamura, M.; Bahramy, M. S.; Sasagawa, T.								Observation of Zeeman effect in topological surface state with distinct material dependence								NATURE COMMUNICATIONS				7						10829	10.1038/ncomms10829			FEB 2016	2016										11							WOS:000371138200001		
J	Rullier-Albenque, Florence								Influence of the electronic structure on the transport properties of some iron pnictides								COMPTES RENDUS PHYSIQUE				17	1-2			164	187		10.1016/j.crhy.2015.10.007			JAN-FEB 2016	2016										11							WOS:000373524200008		
J	Singh, Udai R.; White, Seth C.; Schmaus, Stefan; Tsurkan, Vladimir; Loidl, Alois; Deisenhofer, Joachim; Wahl, Peter								Evidence for orbital order and its relation to superconductivity in FeSe0.4Te0.6								SCIENCE ADVANCES				1	9					e1500206	10.1126/sciadv.1500206			OCT 2015	2015										11							WOS:000216598200024		
J	Kamiya, Yoshitomo; Kato, Yasuyuki; Nasu, Joji; Motome, Yukitoshi								Magnetic three states of matter: A quantum Monte Carlo study of spin liquids								PHYSICAL REVIEW B				92	10					100403	10.1103/PhysRevB.92.100403			SEP 11 2015	2015										11							WOS:000361037200002		
J	Wang, Y. H.; Kirtley, J. R.; Katmis, F.; Jarillo-Herrero, P.; Moodera, J. S.; Moler, K. A.								Observation of chiral currents at the magnetic domain boundary of a topological insulator (retracted article see vol 350, pg 1482, 2015)								SCIENCE				349	6251			948	952		10.1126/science.aaa0508			AUG 28 2015	2015										11							WOS:000360646800046		
J	Ma, Yonghui; Zhang, Hui; Gao, Bo; Hu, Kangkang; Ji, Qiucheng; Mu, Gang; Huang, Fuqiang; Xie, Xiaoming								Growth and characterization of millimeter-sized single crystals of CaFeAsF								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				28	8					085008	10.1088/0953-2048/28/8/085008			AUG 2015	2015										11							WOS:000360930500013		
J	She, Jian-Huang; Lawler, Michael J.; Kim, Eun-Ah								Anomalous scaling of the penetration depth in nodal superconductors								PHYSICAL REVIEW B				92	3					035112	10.1103/PhysRevB.92.035112			JUL 7 2015	2015										11							WOS:000357486400001		
J	Macedo, Rita J.; Harrison, Sara E.; Dorofeeva, Tatiana S.; Harris, James S.; Kiehl, Richard A.								Nanoscale Probing of Local Electrical Characteristics on MBE-Grown Bi2Te3 Surfaces under Ambient Conditions								NANO LETTERS				15	7			4241	4247		10.1021/acs.nanolett.5b00542			JUL 2015	2015										11							WOS:000357964100001		
J	Deng, Qiang; Liu, Jianzhong; Xing, Jie; Yang, Huan; Wen, Hai-Hu								Simultaneous vanishing of nematic electronic state and structural orthorhombicity in NaFe1-xCoxAs single crystals								PHYSICAL REVIEW B				91	2					020508	10.1103/PhysRevB.91.020508			JAN 30 2015	2015										11							WOS:000351217400003		
J	Wallace, David C.; McQueen, Tyrel M.								New honeycomb iridium(V) oxides: NaIrO3 and Sr3CaIr2O9								DALTON TRANSACTIONS				44	47			20344	20351		10.1039/c5dt03188e			2015	2015										11							WOS:000365411500011		
J	Virwani, Kumar; Harrison, Sara E.; Pushp, Aakash; Topuria, Teya; Delenia, Eugene; Rice, Philip; Kellock, Andrew; Collins-McIntyre, Liam; Harris, James; Hesjedal, Thorsten; Parkin, Stuart								Controlled removal of amorphous Se capping layer from a topological insulator								APPLIED PHYSICS LETTERS				105	24					241605	10.1063/1.4904803			DEC 15 2014	2014										11							WOS:000346643600022		
J	Liang, Shuhua; Mukherjee, Anamitra; Patel, Niravkumar D.; Bishop, Christopher B.; Dagotto, Elbio; Moreo, Adriana								Diverging nematic susceptibility, physical meaning of T* scale, and pseudogap in the spin fermion model for the pnictides								PHYSICAL REVIEW B				90	18					184507	10.1103/PhysRevB.90.184507			NOV 12 2014	2014										11							WOS:000348773600003		
J	Wang, Kefeng; Graf, D.; Petrovic, C.								Large magnetothermopower and Fermi surface reconstruction in Sb2Te2Se								PHYSICAL REVIEW B				89	12					125202	10.1103/PhysRevB.89.125202			MAR 17 2014	2014										11							WOS:000332825200007		
J	Tanabe, Yoichi; Huynh, Khuong Kim; Nouchi, Ryo; Heguri, Satoshi; Mu, Gang; Xu, Jingtao; Shimotani, Hidekazu; Tanigaki, Katsumi								Electron and Hole Injection via Charge Transfer at the Topological Insulator Bi2-xSbxTe3-ySey-Organic Molecule Interface								JOURNAL OF PHYSICAL CHEMISTRY C				118	7			3533	3538		10.1021/jp409715s			FEB 20 2014	2014										11							WOS:000331861700018		
J	Plonka, N.; Kemper, A. F.; Graser, S.; Kampf, A. P.; Devereaux, T. P.								Tunneling spectroscopy for probing orbital anisotropy in iron pnictides								PHYSICAL REVIEW B				88	17						10.1103/PhysRevB.88.174518			NOV 27 2013	2013										11							WOS:000327933500007		
J	Ong, T. Tzen; Coleman, Piers								Tetrahedral and Orbital Pairing: A Fully Gapped Pairing Scenario for the Iron-Based Superconductors								PHYSICAL REVIEW LETTERS				111	21					217003	10.1103/PhysRevLett.111.217003			NOV 19 2013	2013										11							WOS:000327245600027		
J	Wen, Jinsheng; Li, Shichao; Xu, Zhijun; Zhang, Cheng; Matsuda, M.; Sobolev, O.; Park, J. T.; Christianson, A. D.; Bourret-Courchesne, E.; Li, Qiang; Gu, Genda; Lee, Dung-Hai; Tranquada, J. M.; Xu, Guangyong; Birgeneau, R. J.								Enhanced low-energy magnetic excitations via suppression of the itinerancy in Fe0.98-zCuzTe0.5Se0.5								PHYSICAL REVIEW B				88	14					144509	10.1103/PhysRevB.88.144509			OCT 21 2013	2013										11							WOS:000326086700007		
J	Lee, Wei-Cheng; Lv, Weicheng; Arham, Hamood Z.								ELEMENTARY EXCITATIONS DUE TO ORBITAL DEGREES OF FREEDOM IN IRON-BASED SUPERCONDUCTORS								INTERNATIONAL JOURNAL OF MODERN PHYSICS B				27	20					1330014	10.1142/S0217979213300144			AUG 10 2013	2013										11							WOS:000322247800001		
J	Katase, Takayoshi; Hiramatsu, Hidenori; Kamiya, Toshio; Hosono, Hideo								Magnetic scattering and electron pair breaking by rare-earth-ion substitution in BaFe2As2 epitaxial films								NEW JOURNAL OF PHYSICS				15						073019	10.1088/1367-2630/15/7/073019			JUL 8 2013	2013										11							WOS:000321545700002		
J	Tahir, M.; Sabeeh, K.; Schwingenschloegl, U.								Quantum magnetotransport properties of ultrathin topological insulator films								JOURNAL OF APPLIED PHYSICS				113	4					043720	10.1063/1.4789626			JAN 28 2013	2013										11							WOS:000314724500057		
J	Qu, Dong-Xia; Hor, Y. S.; Cava, R. J.								Quantum Oscillations in Magnetothermopower Measurements of the Topological Insulator Bi2Te3								PHYSICAL REVIEW LETTERS				109	24					246602	10.1103/PhysRevLett.109.246602			DEC 10 2012	2012										11							WOS:000312068300029		
J	Varma, C. M.								Considerations on the mechanisms and transition temperatures of superconductivity induced by electronic fluctuations								REPORTS ON PROGRESS IN PHYSICS				75	5					052501	10.1088/0034-4885/75/5/052501			MAY 2012	2012										11							WOS:000303615600001		
J	Xiao, Y.; Su, Y.; Nandi, S.; Price, S.; Schmitz, B.; Kumar, C. M. N.; Mittal, R.; Chatterji, T.; Kumar, N.; Dhar, S. K.; Thamizhavel, A.; Brueckel, Th.								Anomalous in-plane magnetoresistance in a EuFe2As2 single crystal: Evidence of strong spin-charge-lattice coupling								PHYSICAL REVIEW B				85	9					094504	10.1103/PhysRevB.85.094504			MAR 5 2012	2012										11							WOS:000301106300008		
J	Dagotto, Elbio; Moreo, Adriana; Nicholson, Andrew; Luo, Qinglong; Liang, Shuhua; Zhang, Xiaotian								Properties of the multiorbital Hubbard models for the iron-based superconductors								FRONTIERS OF PHYSICS				6	4			379	397		10.1007/s11467-011-0222-z			DEC 2011	2011										11							WOS:000298807900007		
J	Tereshchenko, O. E.; Kokh, K. A.; Atuchin, V. V.; Romanyuk, K. N.; Makarenko, S. V.; Golyashov, V. A.; Kozhukhov, A. S.; Prosvirin, I. P.; Shklyaev, A. A.								Stability of the (0001) surface of the Bi2Se3 topological insulator								JETP LETTERS				94	6			465	468		10.1134/S0021364011180159			NOV 2011	2011										11							WOS:000297545600012		
J	Aswartham, S.; Behr, G.; Harnagea, L.; Bombor, D.; Bachmann, A.; Morozov, I. V.; Zabolotnyy, V. B.; Kordyuk, A. A.; Kim, T. K.; Evtushinsky, D. V.; Borisenko, S. V.; Wolter, A. U. B.; Hess, C.; Wurmehl, S.; Buechner, B.								Suppressed superconductivity in charge-doped Li(Fe1-xCox)As single crystals								PHYSICAL REVIEW B				84	5					054534	10.1103/PhysRevB.84.054534			AUG 12 2011	2011										11							WOS:000293829200013		
J	Yang, Bohm-Jung; Kee, Hae-Young								Searching for topological density-wave insulators in multiorbital square-lattice systems								PHYSICAL REVIEW B				82	19					195126	10.1103/PhysRevB.82.195126			NOV 19 2010	2010										11							WOS:000284399700003		
J	Nishikubo, Yoshihiro; Kakiya, Satomi; Danura, Masataka; Kudo, Kazutaka; Nohara, Minoru								Superconductivity in SrFe2As2 with Pt Doping								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				79	9					095002	10.1143/JPSJ.79.095002			SEP 2010	2010										11							WOS:000282017200039		
J	Legros, A.; Benhabib, S.; Tabis, W.; Laliberte, F.; Dion, M.; Lizaire, M.; Vignolle, B.; Vignolles, D.; Raffy, H.; Li, Z. Z.; Auban-Senzier, P.; Doiron-Leyraud, N.; Fournier, P.; Colson, D.; Taillefer, L.; Proust, C.								Universal T-linear resistivity and Planckian dissipation in overdoped cuprates								NATURE PHYSICS				15	2			142	+		10.1038/s41567-018-0334-2			FEB 2019	2019										10							WOS:000457492900015		
J	Zhang, Cheng; Zhang, Yi; Yuan, Xiang; Lu, Shiheng; Zhang, Jinglei; Narayan, Awadhesh; Liu, Yanwen; Zhang, Huiqin; Ni, Zhuoliang; Liu, Ran; Choi, Eun Sang; Suslov, Alexey; Sanvito, Stefano; Pi, Li; Lu, Hai-Zhou; Potter, Andrew C.; Xiu, Faxian								Quantum Hall effect based on Weyl orbits in Cd3As2								NATURE				565	7739			331	+		10.1038/s41586-018-0798-3			JAN 17 2019	2019										10							WOS:000455781600036		
J	Wang, Huichao; Liu, Haiwen; Li, Yanan; Liu, Yongjie; Wang, Junfeng; Liu, Jun; Dai, Ji-Yan; Wang, Yong; Li, Liang; Yan, Jiaqiang; Mandrus, David; Xie, X. C.; Wang, Jian								Discovery of log-periodic oscillations in ultraquantum topological materials								SCIENCE ADVANCES				4	11					eaau5096	10.1126/sciadv.aau5096			NOV 2018	2018										10							WOS:000452212000055		
J	Xu, Qiunan; Liu, Enke; Shi, Wujun; Muechler, Lukas; Gayles, Jacob; Felser, Claudia; Sun, Yan								Topological surface Fermi arcs in the magnetic Weyl semimetal Co3Sn2S2								PHYSICAL REVIEW B				97	23					235416	10.1103/PhysRevB.97.235416			JUN 11 2018	2018										10							WOS:000434761900013		
J	Yu, W.; Pan, W.; Medlin, D. L.; Rodriguez, M. A.; Lee, S. R.; Bao, Zhi-qiang; Zhang, F.								pi and 4 pi Josephson Effects Mediated by a Dirac Semimetal								PHYSICAL REVIEW LETTERS				120	17					177704	10.1103/PhysRevLett.120.177704			APR 27 2018	2018										10							WOS:000432974400013		
J	Rui, W. B.; Zhao, Y. X.; Schnyder, Andreas P.								Topological transport in Dirac nodal-line semimetals								PHYSICAL REVIEW B				97	16					161113	10.1103/PhysRevB.97.161113			APR 25 2018	2018										10							WOS:000430810700001		
J	Catuneanu, Andrei; Yamaji, Youhei; Wachtel, Gideon; Kim, Yong Baek; Kee, Hae-Young								Path to stable quantum spin liquids in spin-orbit coupled correlated materials								NPJ QUANTUM MATERIALS				3						UNSP 23	10.1038/s41535-018-0095-2			APR 24 2018	2018										10							WOS:000438041600001		
J	Ducatman, Samuel; Rousochatzakis, Ioannis; Perkins, Natalia B.								Magnetic structure and excitation spectrum of the hyperhoneycomb Kitaev magnet beta-Li2IrO3								PHYSICAL REVIEW B				97	12					125125	10.1103/PhysRevB.97.125125			MAR 16 2018	2018										10							WOS:000427638900001		
J	Zhou, Jianhui; Chang, Hao-Ran								Dynamical correlation functions and the related physical effects in three-dimensional Weyl/Dirac semimetals								PHYSICAL REVIEW B				97	7					075202	10.1103/PhysRevB.97.075202			FEB 9 2018	2018										10							WOS:000424628500004		
J	Sano, Ryoya; Kato, Yasuyuki; Motome, Yukitoshi								Kitaev-Heisenberg Hamiltonian for high-spin d(7) Mott insulators								PHYSICAL REVIEW B				97	1					014408	10.1103/PhysRevB.97.014408			JAN 9 2018	2018										10							WOS:000419613800004		
J	Singha, Ratnadwip; Pariari, Arnab; Satpati, Biswarup; Mandal, Prabhat								Magnetotransport properties and evidence of a topological insulating state in LaSbTe								PHYSICAL REVIEW B				96	24					245138	10.1103/PhysRevB.96.245138			DEC 26 2017	2017										10							WOS:000418655400008		
J	Song, Justin C. W.; Rudner, Mark S.								Fermi arc plasmons in Weyl semimetals								PHYSICAL REVIEW B				96	20					205443	10.1103/PhysRevB.96.205443			NOV 29 2017	2017										10							WOS:000416429800008		
J	Cremonini, Sera; Hoover, Anthony; Li, Li								Backreacted DBI magnetotransport with momentum dissipation								JOURNAL OF HIGH ENERGY PHYSICS					10					133	10.1007/JHEP10(2017)133			OCT 19 2017	2017										10							WOS:000413346000001		
J	Takubo, Kou; Yokoyama, Yuichi; Wadati, Hiroki; Iwasaki, Shun; Mizokawa, Takashi; Boyko, Teak; Sutarto, Ronny; He, Feizhou; Hashizume, Kazuki; Imaizumi, Satoshi; Aoyama, Takuya; Imai, Yoshinori; Ohgushi, Kenya								Orbital order and fluctuations in the two-leg ladder materials BaFe2X3 (X = S and Se) and CsFe2Se3								PHYSICAL REVIEW B				96	11					115157	10.1103/PhysRevB.96.115157			SEP 27 2017	2017										10							WOS:000411979100001		
J	Mukherjee, S. P.; Carbotte, J. P.								Absorption of circular polarized light in tilted type-I and type-II Weyl semimetals								PHYSICAL REVIEW B				96	8					085114	10.1103/PhysRevB.96.085114			AUG 8 2017	2017										10							WOS:000407097200008		
